"","word","category","institution","n","date"
"203","pabra","Crops","Alliance",9,2024-01-19
"204","private","Regions","Alliance",9,2024-01-19
"205","productivity","Crops","Alliance",9,2024-01-19
"206","publications","Regions","Alliance",9,2024-01-19
"207","quality","Research","Alliance",9,2024-01-19
"208","regional","Research","Alliance",9,2024-01-19
"209","researchers","Crops","Alliance",9,2024-01-19
"210","resilient","Research","Alliance",9,2024-01-19
"211","solutions","Crops","Alliance",9,2024-01-19
"212","source","Crops","Alliance",9,2024-01-19
"213","spanish","Regions","Alliance",9,2024-01-19
"214","strategy","Crops","Alliance",9,2024-01-19
"215","working","Crops","Alliance",9,2024-01-19
"216","biodiversity","Regions","Alliance",8,2024-01-19
"217","capacities","Research","Alliance",8,2024-01-19
"218","change","Crops","Alliance",8,2024-01-19
"219","coffee","Research","Alliance",8,2024-01-19
"220","contribute","Crops","Alliance",8,2024-01-19
"221","crops","Regions","Alliance",8,2024-01-19
"222","director","Research","Alliance",8,2024-01-19
"223","environmental","Research","Alliance",8,2024-01-19
"224","global","Regions","Alliance",8,2024-01-19
"225","growing","Crops","Alliance",8,2024-01-19
"226","impact","Crops","Alliance",8,2024-01-19
"227","initiatives","Research","Alliance",8,2024-01-19
"228","latest","Research","Alliance",8,2024-01-19
"229","national","Crops","Alliance",8,2024-01-19
"230","regional","Regions","Alliance",8,2024-01-19
"231","science","Research","Alliance",8,2024-01-19
"232","senior","Crops","Alliance",8,2024-01-19
"233","strategic","Research","Alliance",8,2024-01-19
"234","support","Crops","Alliance",8,2024-01-19
"235","supporting","Regions","Alliance",8,2024-01-19
"236","tools","Regions","Alliance",8,2024-01-19
"237","world","Crops","Alliance",8,2024-01-19
"238","action","Regions","Alliance",7,2024-01-19
"239","adaptation","Research","Alliance",7,2024-01-19
"240","address","Crops","Alliance",7,2024-01-19
"241","areas","Regions","Alliance",7,2024-01-19
"242","cgiar","Crops","Alliance",7,2024-01-19
"243","chain","Crops","Alliance",7,2024-01-19
"244","colombia","Crops","Alliance",7,2024-01-19
"245","communities","Regions","Alliance",7,2024-01-19
"246","deliver","Research","Alliance",7,2024-01-19
"247","digital","Crops","Alliance",7,2024-01-19
"248","ensure","Research","Alliance",7,2024-01-19
"249","ensuring","Research","Alliance",7,2024-01-19
"250","environment","Regions","Alliance",7,2024-01-19
"251","equality","Research","Alliance",7,2024-01-19
"252","events","Regions","Alliance",7,2024-01-19
"253","germplasm","Crops","Alliance",7,2024-01-19
"254","improve","Regions","Alliance",7,2024-01-19
"255","improvement","Research","Alliance",7,2024-01-19
"256","including","Crops","Alliance",7,2024-01-19
"257","inclusion","Regions","Alliance",7,2024-01-19
"258","income","Crops","Alliance",7,2024-01-19
"259","information","Research","Alliance",7,2024-01-19
"260","international","Regions","Alliance",7,2024-01-19
"261","kenya","Research","Alliance",7,2024-01-19
"262","knowledge","Research","Alliance",7,2024-01-19
"263","landscape","Research","Alliance",7,2024-01-19
"264","landscapes","Crops","Alliance",7,2024-01-19
"265","landscapes","Regions","Alliance",7,2024-01-19
"266","leader","Crops","Alliance",7,2024-01-19
"267","leaders","Research","Alliance",7,2024-01-19
"268","local","Research","Alliance",7,2024-01-19
"269","market","Crops","Alliance",7,2024-01-19
"270","monitoring","Research","Alliance",7,2024-01-19
"271","network","Regions","Alliance",7,2024-01-19
"272","nutritious","Research","Alliance",7,2024-01-19
"273","partnerships","Regions","Alliance",7,2024-01-19
"274","people","Research","Alliance",7,2024-01-19
"275","policy","Crops","Alliance",7,2024-01-19
"276","policy","Regions","Alliance",7,2024-01-19
"277","practices","Crops","Alliance",7,2024-01-19
"278","productive","Crops","Alliance",7,2024-01-19
"279","resilience","Crops","Alliance",7,2024-01-19
"280","resources","Crops","Alliance",7,2024-01-19
"281","restoration","Research","Alliance",7,2024-01-19
"282","science","Regions","Alliance",7,2024-01-19
"283","scientist","Research","Alliance",7,2024-01-19
"284","technologies","Research","Alliance",7,2024-01-19
"285","themes","Regions","Alliance",7,2024-01-19
"286","youth","Research","Alliance",7,2024-01-19
"287","actors","Research","Alliance",6,2024-01-19
"288","agree","Crops","Alliance",6,2024-01-19
"289","americas","Crops","Alliance",6,2024-01-19
"290","approach","Research","Alliance",6,2024-01-19
"291","beans","Regions","Alliance",6,2024-01-19
"292","bioversity","Regions","Alliance",6,2024-01-19
"293","caribbean","Crops","Alliance",6,2024-01-19
"294","cgiar","Regions","Alliance",6,2024-01-19
"295","chains","Crops","Alliance",6,2024-01-19
"296","colombia","Regions","Alliance",6,2024-01-19
"297","common","Crops","Alliance",6,2024-01-19
"298","conservation","Crops","Alliance",6,2024-01-19
"299","conservation","Regions","Alliance",6,2024-01-19
"300","diseases","Crops","Alliance",6,2024-01-19
"301","drivers","Research","Alliance",6,2024-01-19
"302","enhancing","Research","Alliance",6,2024-01-19
"303","ensure","Crops","Alliance",6,2024-01-19
"304","environment","Crops","Alliance",6,2024-01-19
"305","environmental","Regions","Alliance",6,2024-01-19
"306","evidence","Research","Alliance",6,2024-01-19
"307","farming","Crops","Alliance",6,2024-01-19
"308","field","Research","Alliance",6,2024-01-19
"309","forage","Crops","Alliance",6,2024-01-19
"310","forages","Regions","Alliance",6,2024-01-19
"311","genebanks","Regions","Alliance",6,2024-01-19
"312","improving","Crops","Alliance",6,2024-01-19
"313","inequalities","Research","Alliance",6,2024-01-19
"314","innovations","Crops","Alliance",6,2024-01-19
"315","integrated","Research","Alliance",6,2024-01-19
"316","livelihoods","Regions","Alliance",6,2024-01-19
"317","local","Regions","Alliance",6,2024-01-19
"318","making","Research","Alliance",6,2024-01-19
"319","malnutrition","Research","Alliance",6,2024-01-19
"320","outreach","Crops","Alliance",6,2024-01-19
"321","people","Crops","Alliance",6,2024-01-19
"322","performance","Research","Alliance",6,2024-01-19
"323","pests","Crops","Alliance",6,2024-01-19
"324","practices","Research","Alliance",6,2024-01-19
"325","private","Research","Alliance",6,2024-01-19
"326","progress","Research","Alliance",6,2024-01-19
"327","project","Regions","Alliance",6,2024-01-19
"328","project","Research","Alliance",6,2024-01-19
"329","provide","Crops","Alliance",6,2024-01-19
"330","reducing","Research","Alliance",6,2024-01-19
"331","region","Regions","Alliance",6,2024-01-19
"332","researchbased","Research","Alliance",6,2024-01-19
"333","resilient","Regions","Alliance",6,2024-01-19
"334","resistance","Crops","Alliance",6,2024-01-19
"335","resources","Regions","Alliance",6,2024-01-19
"336","rural","Research","Alliance",6,2024-01-19
"337","security","Crops","Alliance",6,2024-01-19
"338","services","Regions","Alliance",6,2024-01-19
"339","species","Crops","Alliance",6,2024-01-19
"340","support","Research","Alliance",6,2024-01-19
"341","understanding","Research","Alliance",6,2024-01-19
"342","working","Research","Alliance",6,2024-01-19
"343","works","Crops","Alliance",6,2024-01-19
"344","accept","Crops","Alliance",5,2024-01-19
"345","access","Crops","Alliance",5,2024-01-19
"346","action","Crops","Alliance",5,2024-01-19
"347","actions","Research","Alliance",5,2024-01-19
"348","analysis","Research","Alliance",5,2024-01-19
"349","assessment","Research","Alliance",5,2024-01-19
"350","behavior","Crops","Alliance",5,2024-01-19
"351","bordercolor","Crops","Alliance",5,2024-01-19
"352","breeder","Crops","Alliance",5,2024-01-19
"353","capacity","Research","Alliance",5,2024-01-19
"354","careers","Crops","Alliance",5,2024-01-19
"355","cassava","Regions","Alliance",5,2024-01-19
"356","centersour","Crops","Alliance",5,2024-01-19
"357","central","Crops","Alliance",5,2024-01-19
"358","chains","Research","Alliance",5,2024-01-19
"359","challenge","Research","Alliance",5,2024-01-19
"360","climatesmart","Research","Alliance",5,2024-01-19
"361","colombia","Research","Alliance",5,2024-01-19
"362","consent","Crops","Alliance",5,2024-01-19
"363","countries","Research","Alliance",5,2024-01-19
"364","country","Research","Alliance",5,2024-01-19
"365","crises","Research","Alliance",5,2024-01-19
"366","developing","Research","Alliance",5,2024-01-19
"367","digital","Regions","Alliance",5,2024-01-19
"368","diversity","Research","Alliance",5,2024-01-19
"369","domenico","Crops","Alliance",5,2024-01-19
"370","driving","Research","Alliance",5,2024-01-19
"371","ethics","Crops","Alliance",5,2024-01-19
"372","events","Crops","Alliance",5,2024-01-19
"373","extras","Crops","Alliance",5,2024-01-19
"374","finances","Crops","Alliance",5,2024-01-19
"375","follow","Crops","Alliance",5,2024-01-19
"376","foodsecure","Crops","Alliance",5,2024-01-19
"377","foster","Research","Alliance",5,2024-01-19
"378","foundation","Crops","Alliance",5,2024-01-19
"379","functionuse","Crops","Alliance",5,2024-01-19
"380","functionvar","Crops","Alliance",5,2024-01-19
"381","future","Regions","Alliance",5,2024-01-19
"382","gender","Regions","Alliance",5,2024-01-19
"383","generate","Research","Alliance",5,2024-01-19
"384","globally","Crops","Alliance",5,2024-01-19
"385","globally","Research","Alliance",5,2024-01-19
"386","governance","Crops","Alliance",5,2024-01-19
"387","groups","Research","Alliance",5,2024-01-19
"388","headquarters","Crops","Alliance",5,2024-01-19
"389","healthy","Crops","Alliance",5,2024-01-19
"390","highlights","Crops","Alliance",5,2024-01-19
"391","holistic","Research","Alliance",5,2024-01-19
"392","identify","Research","Alliance",5,2024-01-19
"393","identifying","Research","Alliance",5,2024-01-19
"394","importance","Crops","Alliance",5,2024-01-19
"395","improve","Crops","Alliance",5,2024-01-19
"396","inclusive","Regions","Alliance",5,2024-01-19
"397","increase","Research","Alliance",5,2024-01-19
"398","increasing","Crops","Alliance",5,2024-01-19
"399","indigenous","Research","Alliance",5,2024-01-19
"400","information","Regions","Alliance",5,2024-01-19
"401","initiative","Research","Alliance",5,2024-01-19
"402","initiatives","Regions","Alliance",5,2024-01-19
"403","innovative","Crops","Alliance",5,2024-01-19
"404","institute","Crops","Alliance",5,2024-01-19
"405","institutions","Research","Alliance",5,2024-01-19
"406","interventions","Research","Alliance",5,2024-01-19
"407","investments","Research","Alliance",5,2024-01-19
"408","italy","Crops","Alliance",5,2024-01-19
"409","laboratories","Crops","Alliance",5,2024-01-19
"410","leader","Research","Alliance",5,2024-01-19
"411","leading","Research","Alliance",5,2024-01-19
"412","legal","Crops","Alliance",5,2024-01-19
"413","local","Crops","Alliance",5,2024-01-19
"414","making","Regions","Alliance",5,2024-01-19
"415","management","Regions","Alliance",5,2024-01-19
"416","markets","Crops","Alliance",5,2024-01-19
"417","multiple","Crops","Alliance",5,2024-01-19
"418","musanet","Crops","Alliance",5,2024-01-19
"419","network","Crops","Alliance",5,2024-01-19
"420","offices","Crops","Alliance",5,2024-01-19
"421","partnerships","Crops","Alliance",5,2024-01-19
"422","paths","Crops","Alliance",5,2024-01-19
"423","people","Regions","Alliance",5,2024-01-19
"424","phone","Crops","Alliance",5,2024-01-19
"425","policies","Research","Alliance",5,2024-01-19
"426","press","Crops","Alliance",5,2024-01-19
"427","principal","Research","Alliance",5,2024-01-19
"428","privacy","Crops","Alliance",5,2024-01-19
"429","production","Research","Alliance",5,2024-01-19
"430","products","Crops","Alliance",5,2024-01-19
"431","reach","Crops","Alliance",5,2024-01-19
"432","reports","Crops","Alliance",5,2024-01-19
"433","resilience","Regions","Alliance",5,2024-01-19
"434","risks","Research","Alliance",5,2024-01-19
"435","senior","Research","Alliance",5,2024-01-19
"436","services","Crops","Alliance",5,2024-01-19
"437","smallholder","Research","Alliance",5,2024-01-19
"438","southeast","Crops","Alliance",5,2024-01-19
"439","strategy","Regions","Alliance",5,2024-01-19
"440","strengthening","Research","Alliance",5,2024-01-19
"441","support","Regions","Alliance",5,2024-01-19
"442","system","Crops","Alliance",5,2024-01-19
"443","themes","Crops","Alliance",5,2024-01-19
"444","traits","Crops","Alliance",5,2024-01-19
"445","transparent","Crops","Alliance",5,2024-01-19
"446","uganda","Regions","Alliance",5,2024-01-19
"447","uganda","Research","Alliance",5,2024-01-19
"448","unlocking","Research","Alliance",5,2024-01-19
"449","videos","Crops","Alliance",5,2024-01-19
"450","vulnerable","Research","Alliance",5,2024-01-19
"451","water","Research","Alliance",5,2024-01-19
"452","working","Regions","Alliance",5,2024-01-19
"453","youth","Regions","Alliance",5,2024-01-19
"454","address","Regions","Alliance",4,2024-01-19
"455","african","Research","Alliance",4,2024-01-19
"456","agroecology","Regions","Alliance",4,2024-01-19
"457","benefits","Crops","Alliance",4,2024-01-19
"458","benefits","Research","Alliance",4,2024-01-19
"459","biotic","Crops","Alliance",4,2024-01-19
"460","bridging","Research","Alliance",4,2024-01-19
"461","build","Research","Alliance",4,2024-01-19
"462","cacao","Regions","Alliance",4,2024-01-19
"463","cambodia","Crops","Alliance",4,2024-01-19
"464","centre","Crops","Alliance",4,2024-01-19
"465","cocoa","Regions","Alliance",4,2024-01-19
"466","collaboration","Regions","Alliance",4,2024-01-19
"467","collaboration","Research","Alliance",4,2024-01-19
"468","common","Regions","Alliance",4,2024-01-19
"469","consumers","Crops","Alliance",4,2024-01-19
"470","contribute","Research","Alliance",4,2024-01-19
"471","contributes","Research","Alliance",4,2024-01-19
"472","contributions","Crops","Alliance",4,2024-01-19
"473","cooking","Crops","Alliance",4,2024-01-19
"474","creating","Regions","Alliance",4,2024-01-19
"475","crisis","Research","Alliance",4,2024-01-19
"476","critical","Research","Alliance",4,2024-01-19
"477","crucial","Research","Alliance",4,2024-01-19
"478","cultivars","Crops","Alliance",4,2024-01-19
"479","datadriven","Research","Alliance",4,2024-01-19
"480","deforestation","Research","Alliance",4,2024-01-19
"481","delivering","Regions","Alliance",4,2024-01-19
"482","delivering","Research","Alliance",4,2024-01-19
"483","develop","Research","Alliance",4,2024-01-19
"484","developed","Crops","Alliance",4,2024-01-19
"485","donors","Crops","Alliance",4,2024-01-19
"486","drive","Research","Alliance",4,2024-01-19
"487","efficient","Research","Alliance",4,2024-01-19
"488","efforts","Crops","Alliance",4,2024-01-19
"489","emerging","Crops","Alliance",4,2024-01-19
"490","ensure","Regions","Alliance",4,2024-01-19
"491","environments","Research","Alliance",4,2024-01-19
"492","equitable","Research","Alliance",4,2024-01-19
"493","essential","Research","Alliance",4,2024-01-19
"494","evaluation","Crops","Alliance",4,2024-01-19
"495","expert","Crops","Alliance",4,2024-01-19
"496","explore","Regions","Alliance",4,2024-01-19
"497","explore","Research","Alliance",4,2024-01-19
"498","farmer","Research","Alliance",4,2024-01-19
"499","foods","Research","Alliance",4,2024-01-19
"500","forest","Research","Alliance",4,2024-01-19
"501","fresh","Crops","Alliance",4,2024-01-19
"502","genomics","Crops","Alliance",4,2024-01-19
"503","goals","Research","Alliance",4,2024-01-19
"504","headquarters","Regions","Alliance",4,2024-01-19
"505","health","Regions","Alliance",4,2024-01-19
"506","healthy","Regions","Alliance",4,2024-01-19
"507","highly","Crops","Alliance",4,2024-01-19
"508","impacts","Crops","Alliance",4,2024-01-19
"509","including","Regions","Alliance",4,2024-01-19
"510","including","Research","Alliance",4,2024-01-19
"511","increase","Crops","Alliance",4,2024-01-19
"512","indigenous","Regions","Alliance",4,2024-01-19
"513","innovative","Research","Alliance",4,2024-01-19
"514","investments","Regions","Alliance",4,2024-01-19
"515","issues","Research","Alliance",4,2024-01-19
"516","knowledge","Crops","Alliance",4,2024-01-19
"517","leading","Regions","Alliance",4,2024-01-19
"518","learn","Research","Alliance",4,2024-01-19
"519","learning","Research","Alliance",4,2024-01-19
"520","livelihood","Research","Alliance",4,2024-01-19
"521","livelihoods","Research","Alliance",4,2024-01-19
"522","market","Research","Alliance",4,2024-01-19
"523","material","Crops","Alliance",4,2024-01-19
"524","mechanisms","Research","Alliance",4,2024-01-19
"525","models","Research","Alliance",4,2024-01-19
"526","national","Regions","Alliance",4,2024-01-19
"527","nations","Research","Alliance",4,2024-01-19
"528","natural","Research","Alliance",4,2024-01-19
"529","network","Research","Alliance",4,2024-01-19
"530","nexus","Research","Alliance",4,2024-01-19
"531","objective","Crops","Alliance",4,2024-01-19
"532","objectives","Research","Alliance",4,2024-01-19
"533","partnership","Regions","Alliance",4,2024-01-19
"534","peace","Regions","Alliance",4,2024-01-19
"535","performance","Crops","Alliance",4,2024-01-19
"536","platform","Crops","Alliance",4,2024-01-19
"537","potential","Crops","Alliance",4,2024-01-19
"538","priority","Research","Alliance",4,2024-01-19
"539","production","Regions","Alliance",4,2024-01-19
"540","profiles","Research","Alliance",4,2024-01-19
"541","programs","Crops","Alliance",4,2024-01-19
"542","projects","Regions","Alliance",4,2024-01-19
"543","provided","Crops","Alliance",4,2024-01-19
"544","reduce","Research","Alliance",4,2024-01-19
"545","regions","Regions","Alliance",4,2024-01-19
"546","related","Crops","Alliance",4,2024-01-19
"547","results","Research","Alliance",4,2024-01-19
"548","sciencebased","Research","Alliance",4,2024-01-19
"549","scientists","Regions","Alliance",4,2024-01-19
"550","selection","Crops","Alliance",4,2024-01-19
"551","series","Research","Alliance",4,2024-01-19
"552","smallholder","Crops","Alliance",4,2024-01-19
"553","solutions","Regions","Alliance",4,2024-01-19
"554","southern","Research","Alliance",4,2024-01-19
"555","specific","Crops","Alliance",4,2024-01-19
"556","stakeholders","Regions","Alliance",4,2024-01-19
"557","strategic","Crops","Alliance",4,2024-01-19
"558","stresses","Crops","Alliance",4,2024-01-19
"559","studies","Crops","Alliance",4,2024-01-19
"560","study","Crops","Alliance",4,2024-01-19
"561","sustain","Regions","Alliance",4,2024-01-19
"562","sustainably","Research","Alliance",4,2024-01-19
"563","training","Research","Alliance",4,2024-01-19
"564","tropical","Regions","Alliance",4,2024-01-19
"565","ukama","Research","Alliance",4,2024-01-19
"566","understand","Research","Alliance",4,2024-01-19
"567","united","Research","Alliance",4,2024-01-19
"568","unlock","Research","Alliance",4,2024-01-19
"569","ustawi","Research","Alliance",4,2024-01-19
"570","virtual","Research","Alliance",4,2024-01-19
"571","wellbeing","Research","Alliance",4,2024-01-19
"572","worldwide","Crops","Alliance",4,2024-01-19
"573","abiotic","Crops","Alliance",3,2024-01-19
"574","accept","Regions","Alliance",3,2024-01-19
"575","accessions","Crops","Alliance",3,2024-01-19
"576","achievements","Regions","Alliance",3,2024-01-19
"577","adaptation","Crops","Alliance",3,2024-01-19
"578","adapted","Crops","Alliance",3,2024-01-19
"579","addressing","Crops","Alliance",3,2024-01-19
"580","addressing","Regions","Alliance",3,2024-01-19
"581","addressing","Research","Alliance",3,2024-01-19
"582","african","Crops","Alliance",3,2024-01-19
