"","word","cat","n","date"
"146","catch","Programs",180,2023-12-20
"147","event_click","Programs",180,2023-12-20
"148","event_parent_selector","Programs",180,2023-12-20
"149","event_parent_selector_children","Programs",180,2023-12-20
"150","event_parent_selector_children_targets","Programs",180,2023-12-20
"151","event_parent_selector_multiple","Programs",180,2023-12-20
"152","pillar","Grants",180,2023-12-20
"153","24px","Grants",176,2023-12-20
"154","arguments.length","Grants",176,2023-12-20
"155","tracking_event_vars","Grants",176,2023-12-20
"156","r.d","Approach",174,2023-12-20
"157","strict","Approach",174,2023-12-20
"158","parameter","Press",172,2023-12-20
"159","health","Grants",171,2023-12-20
"160","links","Programs",170,2023-12-20
"161","carousel_interaction","Grants",168,2023-12-20
"162","error","Grants",168,2023-12-20
"163","main_button_click","Grants",168,2023-12-20
"164","slide_wrapper","Grants",168,2023-12-20
"165","2022","Programs",166,2023-12-20
"166","www.bloomberg.org","Programs",166,2023-12-20
"167","data","Regions",164,2023-12-20
"168","32px","Grants",162,2023-12-20
"169","bloomberg","Approach",162,2023-12-20
"170","depth","Programs",161,2023-12-20
"171","agent","Programs",160,2023-12-20
"172","attribute","Grants",160,2023-12-20
"173","e.z","Grants",160,2023-12-20
"174","parameter_default_value","Press",160,2023-12-20
"175","this.agentidentifier","Grants",160,2023-12-20
"176","public","Grants",157,2023-12-20
"177","arguments","About",156,2023-12-20
"178","arguments","Regions",156,2023-12-20
"179","10","Programs",154,2023-12-20
"180","object","Programs",154,2023-12-20
"181","32px","Programs",153,2023-12-20
"182","bloomberg","About",151,2023-12-20
"183","16px","Approach",150,2023-12-20
"184","api","Programs",150,2023-12-20
"185","failed","Programs",150,2023-12-20
"186","throw","Programs",150,2023-12-20
"187","600","Programs",148,2023-12-20
"188","philanthropies","Programs",147,2023-12-20
"189","catch","Grants",144,2023-12-20
"190","concat","Approach",144,2023-12-20
"191","event_click","Grants",144,2023-12-20
"192","event_parent_selector","Grants",144,2023-12-20
"193","event_parent_selector_children","Grants",144,2023-12-20
"194","event_parent_selector_children_targets","Grants",144,2023-12-20
"195","event_parent_selector_multiple","Grants",144,2023-12-20
"196","48px","Programs",142,2023-12-20
"197","datalayer","Grants",142,2023-12-20
"198","getattribute","Grants",142,2023-12-20
"199","window.datalayer","Grants",142,2023-12-20
"200","10","Grants",140,2023-12-20
"201","event_name","Approach",138,2023-12-20
"202","event_propagation_stop","Approach",138,2023-12-20
"203","event_tier","Approach",138,2023-12-20
"204","event_trigger_delay","Approach",138,2023-12-20
"205","event_type","Approach",138,2023-12-20
"206","parameter_element","Press",138,2023-12-20
"207","parameter_element_type_target_attribute","Press",138,2023-12-20
"208","parameter_element_type_target_choice","Press",138,2023-12-20
"209","parameter_element_type_target_selector","Press",138,2023-12-20
"210","regular","Approach",138,2023-12-20
"211","sites","Programs",137,2023-12-20
"212","spotlight","Grants",137,2023-12-20
"213","600","Grants",136,2023-12-20
"214","assets.bbhub.io","Programs",136,2023-12-20
"215","bloomberg","Regions",136,2023-12-20
"216","dotorg","Programs",136,2023-12-20
"217","link","Programs",136,2023-12-20
"218","links","Grants",136,2023-12-20
"219","cities","Grants",135,2023-12-20
"220","health","Programs",135,2023-12-20
"221","bbg","Press",134,2023-12-20
"222","gtm","Grants",134,2023-12-20
"223","link","Grants",134,2023-12-20
"224","object","Grants",134,2023-12-20
"225","500778","Programs",132,2023-12-20
"226","arguments.length","Approach",132,2023-12-20
"227","href","About",132,2023-12-20
"228","href","Regions",132,2023-12-20
"229","interstitial","Approach",132,2023-12-20
"230","pillar","Approach",132,2023-12-20
"231","tracking_event_vars","Approach",132,2023-12-20
"232","const","Press",130,2023-12-20
"233","enabled","Programs",130,2023-12-20
"234","navigation_section","Programs",130,2023-12-20
"235","city","Grants",129,2023-12-20
"236","agent","Grants",128,2023-12-20
"237","curated","Programs",128,2023-12-20
"238","depth","Grants",128,2023-12-20
"239","public","Programs",128,2023-12-20
"240","drag_offset","Grants",126,2023-12-20
"241","error","Approach",126,2023-12-20
"242","eyebrow","Approach",126,2023-12-20
"243","parameter_element_type_target_meta_type","Press",126,2023-12-20
"244","parameter_element_type_target_meta_type_other","Press",126,2023-12-20
"245","parameter_element_type_target_multiple_attribute","Press",126,2023-12-20
"246","parameter_element_type_target_second_attribute","Press",126,2023-12-20
"247","parameter_element_type_target_taxonomy_other_type","Press",126,2023-12-20
"248","parameter_element_type_target_taxonomy_type","Press",126,2023-12-20
"249","parameter_element_type_target_taxonomy_type_term","Press",126,2023-12-20
"250","slide_wrapper.closest","Grants",126,2023-12-20
"251","target_rect.left","Grants",126,2023-12-20
"252","www.bloomberg.org","Grants",124,2023-12-20
"253","set","Programs",123,2023-12-20
"254","48px","Grants",122,2023-12-20
"255","24px","Approach",120,2023-12-20
"256","api","Grants",120,2023-12-20
"257","attribute","Approach",120,2023-12-20
"258","e.z","Approach",120,2023-12-20
"259","failed","Grants",120,2023-12-20
"260","navigation_link_text","Programs",120,2023-12-20
"261","playlist","Programs",120,2023-12-20
"262","string","Programs",120,2023-12-20
"263","this.agentidentifier","Approach",120,2023-12-20
"264","throw","Grants",120,2023-12-20
"265","undefined","Programs",120,2023-12-20
"266","education","Grants",117,2023-12-20
"267","ar","Programs",116,2023-12-20
"268","r.d","About",116,2023-12-20
"269","r.d","Regions",116,2023-12-20
"270","strict","About",116,2023-12-20
"271","strict","Regions",116,2023-12-20
"272","cities","Programs",115,2023-12-20
"273","education","Programs",114,2023-12-20
"274","list","Approach",114,2023-12-20
"275","annual","Regions",112,2023-12-20
"276","annualreport","Grants",112,2023-12-20
"277","spotlight","Programs",112,2023-12-20
"278","statistic_block","Grants",112,2023-12-20
"279","news","Programs",111,2023-12-20
"280","a.p","Programs",110,2023-12-20
"281","parameter_change_type","Programs",110,2023-12-20
"282","environment","Grants",109,2023-12-20
"283","16px","About",108,2023-12-20
"284","500778","Grants",108,2023-12-20
"285","annual","Approach",108,2023-12-20
"286","catch","Approach",108,2023-12-20
"287","event_click","Approach",108,2023-12-20
"288","event_parent_selector","Approach",108,2023-12-20
"289","event_parent_selector_children","Approach",108,2023-12-20
"290","event_parent_selector_children_targets","Approach",108,2023-12-20
"291","event_parent_selector_multiple","Approach",108,2023-12-20
"292","link_url","Grants",108,2023-12-20
"293","64","Programs",106,2023-12-20
"294","anchor","Grants",105,2023-12-20
"295","class","Programs",104,2023-12-20
"296","enabled","Grants",104,2023-12-20
"297","navigation_section","Grants",104,2023-12-20
"298","links","Approach",102,2023-12-20
"299","16px","Regions",100,2023-12-20
"300","31d6cfe0","Programs",100,2023-12-20
"301","autostart","Programs",100,2023-12-20
"302","carousel","Programs",100,2023-12-20
"303","delete","Programs",100,2023-12-20
"304","foreach","Programs",100,2023-12-20
"305","innerhtml","Programs",100,2023-12-20
"306","l.z","Programs",100,2023-12-20
"307","set","Grants",100,2023-12-20
"308","this.aggregateddata","Programs",100,2023-12-20
"309","environment","Programs",99,2023-12-20
"310","global","Grants",98,2023-12-20
"311","press","Programs",98,2023-12-20
"312","focus","Programs",97,2023-12-20
"313","void","Board Members",97,2023-12-20
"314","void","People",97,2023-12-20
"315","2022","Regions",96,2023-12-20
"316","agent","Approach",96,2023-12-20
"317","concat","About",96,2023-12-20
"318","concat","Regions",96,2023-12-20
"319","depth","Approach",96,2023-12-20
"320","navigation_link_text","Grants",96,2023-12-20
"321","playlist","Grants",96,2023-12-20
"322","report","Regions",96,2023-12-20
"323","slide__title","Grants",96,2023-12-20
"324","string","Grants",96,2023-12-20
"325","undefined","Grants",96,2023-12-20
"326","philanthropies","Grants",93,2023-12-20
"327","event_name","About",92,2023-12-20
"328","event_name","Regions",92,2023-12-20
"329","event_propagation_stop","About",92,2023-12-20
"330","event_propagation_stop","Regions",92,2023-12-20
"331","event_tier","About",92,2023-12-20
"332","event_tier","Regions",92,2023-12-20
"333","event_trigger_delay","About",92,2023-12-20
"334","event_trigger_delay","Regions",92,2023-12-20
"335","event_type","About",92,2023-12-20
"336","event_type","Regions",92,2023-12-20
"337","regular","About",92,2023-12-20
"338","regular","Regions",92,2023-12-20
"339","section_name","Grants",92,2023-12-20
"340","tile_text","Grants",92,2023-12-20
"341","32px","Approach",90,2023-12-20
"342","api","Approach",90,2023-12-20
"343","archive","Programs",90,2023-12-20
"344","constructor","Programs",90,2023-12-20
"345","failed","Approach",90,2023-12-20
"346","fix","Programs",90,2023-12-20
"347","object","Approach",90,2023-12-20
"348","object.defineproperty","Programs",90,2023-12-20
"349","report","Approach",90,2023-12-20
"350","this.featurename","Programs",90,2023-12-20
"351","throw","Approach",90,2023-12-20
"352","class","Grants",89,2023-12-20
"353","24px","About",88,2023-12-20
"354","a.p","Grants",88,2023-12-20
"355","arguments.length","About",88,2023-12-20
"356","arguments.length","Regions",88,2023-12-20
"357","interstitial","About",88,2023-12-20
"358","interstitial","Regions",88,2023-12-20
"359","parameter_change_type","Grants",88,2023-12-20
"360","pillar","About",88,2023-12-20
"361","pillar","Regions",88,2023-12-20
"362","tracking_event_vars","About",88,2023-12-20
"363","tracking_event_vars","Regions",88,2023-12-20
"364","innovation","Grants",87,2023-12-20
"365","carousel","About",86,2023-12-20
"366","h2","Programs",86,2023-12-20
"367","parameter","Board Members",86,2023-12-20
"368","parameter","People",86,2023-12-20
"369","world","Programs",86,2023-12-20
"370","10","Approach",84,2023-12-20
"371","48px","Approach",84,2023-12-20
"372","600","Approach",84,2023-12-20
"373","closest","Grants",84,2023-12-20
"374","drag","Grants",84,2023-12-20
"375","error","About",84,2023-12-20
"376","error","Regions",84,2023-12-20
"377","event.button","Grants",84,2023-12-20
"378","event.target.closest","Grants",84,2023-12-20
"379","eyebrow","About",84,2023-12-20
"380","eyebrow","Regions",84,2023-12-20
"381","government","Grants",84,2023-12-20
"382","gtm_event","About",84,2023-12-20
"383","slide_wrapper.getboundingclientrect","Grants",84,2023-12-20
"384","slide_wrapper.queryselector","Grants",84,2023-12-20
"385","target_rect","Grants",84,2023-12-20
"386","500","Programs",83,2023-12-20
"387","focus","Grants",83,2023-12-20
"388","follow","Programs",83,2023-12-20
"389","innovation","Programs",83,2023-12-20
"390","500","Grants",82,2023-12-20
"391","lp","Grants",82,2023-12-20
"392","program","Grants",82,2023-12-20
"393","04","Programs",80,2023-12-20
"394","24px","Regions",80,2023-12-20
"395","31d6cfe0","Grants",80,2023-12-20
"396","3325","Programs",80,2023-12-20
"397","385","Programs",80,2023-12-20
"398","_a","Programs",80,2023-12-20
"399","attribute","About",80,2023-12-20
"400","attribute","Regions",80,2023-12-20
"401","autostart","Grants",80,2023-12-20
"402","delete","Grants",80,2023-12-20
"403","e.z","About",80,2023-12-20
"404","e.z","Regions",80,2023-12-20
"405","feature","Programs",80,2023-12-20
"406","foreach","Grants",80,2023-12-20
"407","i.d","Programs",80,2023-12-20
"408","innerhtml","Grants",80,2023-12-20
"409","l.z","Grants",80,2023-12-20
"410","navigation_title","Programs",80,2023-12-20
"411","news","Grants",80,2023-12-20
"412","nr","Programs",80,2023-12-20
"413","parameter_default_value","Board Members",80,2023-12-20
"414","parameter_default_value","People",80,2023-12-20
"415","play","Programs",80,2023-12-20
"416","player","Programs",80,2023-12-20
"417","runtime","Programs",80,2023-12-20
"418","sidenav","Programs",80,2023-12-20
"419","statistic","Grants",80,2023-12-20
"420","this.agentidentifier","About",80,2023-12-20
"421","this.agentidentifier","Regions",80,2023-12-20
"422","this.aggregateddata","Grants",80,2023-12-20
"423","local","Grants",79,2023-12-20
"424","500778","Approach",78,2023-12-20
"425","arguments","Press",78,2023-12-20
"426","bb","Grants",78,2023-12-20
"427","enabled","Approach",78,2023-12-20
"428","h2","Grants",78,2023-12-20
"429","link","Approach",78,2023-12-20
"430","navigation_section","Approach",78,2023-12-20
"431","www.bloomberg.org","Approach",78,2023-12-20
"432","annual","About",77,2023-12-20
"433","carousel_var","About",77,2023-12-20
"434","data","Press",77,2023-12-20
"435","fix","Grants",76,2023-12-20
"436","health","Regions",76,2023-12-20
"437","list","About",76,2023-12-20
"438","list","Regions",76,2023-12-20
"439","city","Programs",75,2023-12-20
"440","report","About",75,2023-12-20
"441","supporting","Programs",75,2023-12-20
"442","section","Grants",74,2023-12-20
"443","bbg","Board Members",73,2023-12-20
"444","bbg","People",73,2023-12-20
"445","10","Regions",72,2023-12-20
"446","2022","Approach",72,2023-12-20
"447","approach","Approach",72,2023-12-20
"448","archive","Grants",72,2023-12-20
"449","arts","Approach",72,2023-12-20
"450","block","Grants",72,2023-12-20
"451","catch","About",72,2023-12-20
"452","catch","Regions",72,2023-12-20
"453","constructor","Grants",72,2023-12-20
"454","event_click","About",72,2023-12-20
"455","event_click","Regions",72,2023-12-20
"456","event_parent_selector","About",72,2023-12-20
"457","event_parent_selector","Regions",72,2023-12-20
"458","event_parent_selector_children","About",72,2023-12-20
"459","event_parent_selector_children","Regions",72,2023-12-20
"460","event_parent_selector_children_targets","About",72,2023-12-20
"461","event_parent_selector_children_targets","Regions",72,2023-12-20
"462","event_parent_selector_multiple","About",72,2023-12-20
"463","event_parent_selector_multiple","Regions",72,2023-12-20
"464","gtm_event","Programs",72,2023-12-20
"465","navigation_link_text","Approach",72,2023-12-20
"466","object.defineproperty","Grants",72,2023-12-20
"467","playlist","Approach",72,2023-12-20
"468","set","Approach",72,2023-12-20
"469","string","Approach",72,2023-12-20
"470","this.featurename","Grants",72,2023-12-20
"471","undefined","Approach",72,2023-12-20
"472","area","Programs",71,2023-12-20
"473","bloomberg","Press",71,2023-12-20
"474","require","Programs",71,2023-12-20
"475","03","Grants",70,2023-12-20
"476","04","Grants",70,2023-12-20
"477","8325","Programs",70,2023-12-20
"478","h1","Programs",70,2023-12-20
"479","harvesttimeseconds","Programs",70,2023-12-20
"480","i.o","Programs",70,2023-12-20
"481","i.p","Programs",70,2023-12-20
"482","identifier","Programs",70,2023-12-20
"483","instanceof","Programs",70,2023-12-20
"484","links","About",70,2023-12-20
"485","n.z","Programs",70,2023-12-20
"486","objects","Programs",70,2023-12-20
"487","program","Programs",70,2023-12-20
"488","s.z","Programs",70,2023-12-20
"489","sidenav","Grants",70,2023-12-20
"490","supporting","Grants",70,2023-12-20
"491","translate","Programs",70,2023-12-20
"492","assets.bbhub.io","About",69,2023-12-20
"493","dotorg","About",69,2023-12-20
"494","government","Programs",69,2023-12-20
"495","parameter_element","Board Members",69,2023-12-20
"496","parameter_element","People",69,2023-12-20
"497","parameter_element_type_target_attribute","Board Members",69,2023-12-20
"498","parameter_element_type_target_attribute","People",69,2023-12-20
"499","parameter_element_type_target_choice","Board Members",69,2023-12-20
"500","parameter_element_type_target_choice","People",69,2023-12-20
"501","parameter_element_type_target_selector","Board Members",69,2023-12-20
"502","parameter_element_type_target_selector","People",69,2023-12-20
"503","sites","About",69,2023-12-20
"504","apply","Programs",68,2023-12-20
"505","links","Regions",68,2023-12-20
"506","play","Grants",68,2023-12-20
"507","www.bloomberg.org","About",68,2023-12-20
"508","push","Programs",67,2023-12-20
"509","target","Grants",67,2023-12-20
"510","06","Grants",66,2023-12-20
"511","a.p","Approach",66,2023-12-20
"512","bb","Programs",66,2023-12-20
"513","carousel_var","Programs",66,2023-12-20
"514","focus","Approach",66,2023-12-20
"515","href","Press",66,2023-12-20
"516","parameter_change_type","Approach",66,2023-12-20
"517","target","Programs",66,2023-12-20
"518","300px","Programs",65,2023-12-20
"519","climate","Grants",65,2023-12-20
"520","climate","Programs",65,2023-12-20
"521","const","Board Members",65,2023-12-20
"522","const","People",65,2023-12-20
"523","explore","Grants",65,2023-12-20
"524","3325","Grants",64,2023-12-20
"525","385","Grants",64,2023-12-20
"526","_a","Grants",64,2023-12-20
"527","agent","About",64,2023-12-20
"528","agent","Regions",64,2023-12-20
"529","area","Grants",64,2023-12-20
"530","blobs","Grants",64,2023-12-20
"531","city","Regions",64,2023-12-20
"532","depth","About",64,2023-12-20
"533","depth","Regions",64,2023-12-20
"534","feature","Grants",64,2023-12-20
"535","i.d","Grants",64,2023-12-20
"536","navigation_title","Grants",64,2023-12-20
"537","nr","Grants",64,2023-12-20
"538","player","Grants",64,2023-12-20
"539","press","Grants",64,2023-12-20
"540","runtime","Grants",64,2023-12-20
"541","child","Programs",63,2023-12-20
"542","parameter_element_type_target_meta_type","Board Members",63,2023-12-20
"543","parameter_element_type_target_meta_type","People",63,2023-12-20
"544","parameter_element_type_target_meta_type_other","Board Members",63,2023-12-20
"545","parameter_element_type_target_meta_type_other","People",63,2023-12-20
"546","parameter_element_type_target_multiple_attribute","Board Members",63,2023-12-20
"547","parameter_element_type_target_multiple_attribute","People",63,2023-12-20
"548","parameter_element_type_target_second_attribute","Board Members",63,2023-12-20
"549","parameter_element_type_target_second_attribute","People",63,2023-12-20
"550","parameter_element_type_target_taxonomy_other_type","Board Members",63,2023-12-20
"551","parameter_element_type_target_taxonomy_other_type","People",63,2023-12-20
"552","parameter_element_type_target_taxonomy_type","Board Members",63,2023-12-20
"553","parameter_element_type_target_taxonomy_type","People",63,2023-12-20
"554","parameter_element_type_target_taxonomy_type_term","Board Members",63,2023-12-20
"555","parameter_element_type_target_taxonomy_type_term","People",63,2023-12-20
"556","10","About",62,2023-12-20
"557","32px","About",62,2023-12-20
"558","bg","Grants",62,2023-12-20
"559","called","Programs",62,2023-12-20
"560","site","Programs",62,2023-12-20
"561","projects","Grants",61,2023-12-20
"562","projects","Programs",61,2023-12-20
"563","session","Programs",61,2023-12-20
"564","start","Programs",61,2023-12-20
"565","1.249.0","Programs",60,2023-12-20
"566","16","Programs",60,2023-12-20
"567","31d6cfe0","Approach",60,2023-12-20
"568","32px","Regions",60,2023-12-20
"569","api","About",60,2023-12-20
"570","api","Regions",60,2023-12-20
"571","autostart","Approach",60,2023-12-20
"572","bbgfb__fields__field","Programs",60,2023-12-20
"573","blob","Programs",60,2023-12-20
"574","bookend","Programs",60,2023-12-20
"575","boolean","Programs",60,2023-12-20
"576","class","Approach",60,2023-12-20
"577","clickable","Programs",60,2023-12-20
"578","delete","Approach",60,2023-12-20
"579","disclaimer","Programs",60,2023-12-20
"580","e.agentidentifier","Programs",60,2023-12-20
"581","extends","Programs",60,2023-12-20
"582","f.xs","Programs",60,2023-12-20
"583","failed","About",60,2023-12-20
"584","failed","Regions",60,2023-12-20
"585","foreach","Approach",60,2023-12-20
"586","fp","Programs",60,2023-12-20
"587","innerhtml","Approach",60,2023-12-20
"588","l.z","Approach",60,2023-12-20
"589","n.d.metrics","Programs",60,2023-12-20
"590","news","Approach",60,2023-12-20
"591","object","About",60,2023-12-20
"592","object","Regions",60,2023-12-20
"593","parameter_element_type_taxonomy","Programs",60,2023-12-20
"594","parameter_type_target_meta_value","Programs",60,2023-12-20
"595","provided","Programs",60,2023-12-20
"596","setcustomattribute","Programs",60,2023-12-20
"597","spa","Programs",60,2023-12-20
"598","spotlight","Approach",60,2023-12-20
"599","statistic","Programs",60,2023-12-20
"600","strengthening","Grants",60,2023-12-20
"601","super","Programs",60,2023-12-20
"602","this.aggregateddata","Approach",60,2023-12-20
"603","throw","About",60,2023-12-20
"604","throw","Regions",60,2023-12-20
"605","videos","Programs",60,2023-12-20
"606","workerglobalscope","Programs",60,2023-12-20
"607","child","Grants",58,2023-12-20
"608","r.d","Press",58,2023-12-20
"609","strict","Press",58,2023-12-20
"610","transparent","Grants",58,2023-12-20
"611","64","About",57,2023-12-20
"612","photo","Programs",57,2023-12-20
"613","48px","About",56,2023-12-20
"614","48px","Regions",56,2023-12-20
"615","600","About",56,2023-12-20
"616","600","Regions",56,2023-12-20
"617","8325","Grants",56,2023-12-20
"618","h1","Grants",56,2023-12-20
"619","harvesttimeseconds","Grants",56,2023-12-20
"620","i.o","Grants",56,2023-12-20
"621","i.p","Grants",56,2023-12-20
"622","identifier","Grants",56,2023-12-20
"623","instanceof","Grants",56,2023-12-20
"624","n.z","Grants",56,2023-12-20
"625","objects","Grants",56,2023-12-20
"626","public","Regions",56,2023-12-20
"627","require","Grants",56,2023-12-20
"628","s.z","Grants",56,2023-12-20
"629","set","Regions",56,2023-12-20
"630","translate","Grants",56,2023-12-20
"631","world","Regions",56,2023-12-20
"632","300px","Grants",55,2023-12-20
"633","04","Approach",54,2023-12-20
"634","archive","Approach",54,2023-12-20
"635","cities","Approach",54,2023-12-20
"636","constructor","Approach",54,2023-12-20
"637","environment","Approach",54,2023-12-20
"638","fix","Approach",54,2023-12-20
"639","health","Approach",54,2023-12-20
"640","object.defineproperty","Approach",54,2023-12-20
"641","philanthropies","Approach",54,2023-12-20
"642","provided","Grants",54,2023-12-20
"643","push","About",54,2023-12-20
"644","this.featurename","Approach",54,2023-12-20
"645","called","Grants",53,2023-12-20
"646","1024px","Grants",52,2023-12-20
"647","500778","About",52,2023-12-20
"648","500778","Regions",52,2023-12-20
"649","apply","Grants",52,2023-12-20
