"","cat","word1","word2","n","date"
"275","Learnings","tz","pl",11,2023-12-20
"276","Learnings","upload","cancelled",11,2023-12-20
"277","Learnings","val","gforminitspinner",11,2023-12-20
"278","Learnings","visit","note",11,2023-12-20
"279","Learnings","vo","learning",11,2023-12-20
"280","Learnings","vogdprc","blogid",11,2023-12-20
"281","Learnings","vogdprc","consent",11,2023-12-20
"282","Learnings","vogdprc","consents",11,2023-12-20
"283","Learnings","vogdprcfront","ajaxurl",11,2023-12-20
"284","Learnings","wrap","wrap",11,2023-12-20
"285","Learnings","za","jp",11,2023-12-20
"286","Grantmaking","vo","gdpr",10,2023-12-20
"287","People","vo","gdpr",10,2023-12-20
"288","Learnings","gb","potentialaction",9,2023-12-20
"289","Learnings","implementing","partner",9,2023-12-20
"290","Learnings","isarchive","archivetype",9,2023-12-20
"291","Learnings","learnings","jordan",9,2023-12-20
"292","Learnings","learnings","science",9,2023-12-20
"293","Learnings","learnings","shareaction",9,2023-12-20
"294","Learnings","partner","focus",9,2023-12-20
"295","Learnings","readaction","target",9,2023-12-20
"296","Programs","themes","agricultural",9,2023-12-20
"297","Programs","themes","climate",9,2023-12-20
"298","Programs","themes","emissions",9,2023-12-20
"299","Programs","themes","employment",9,2023-12-20
"300","Programs","themes","refugee",9,2023-12-20
"301","Programs","themes","renewable",9,2023-12-20
"302","Programs","themes","special",9,2023-12-20
"303","About","analytics","google",8,2023-12-20
"304","About","conditionallogic","init",8,2023-12-20
"305","About","domain","messages",8,2023-12-20
"306","About","external","scripts",8,2023-12-20
"307","About","gform","conditionallogic",8,2023-12-20
"308","About","gform","postrender",8,2023-12-20
"309","About","global","wide",8,2023-12-20
"310","About","js","dist",8,2023-12-20
"311","About","localedata","domain",8,2023-12-20
"312","About","placement","head",8,2023-12-20
"313","About","postrender","native",8,2023-12-20
"314","About","root","vo",8,2023-12-20
"315","Learnings","ado","ethiopia",8,2023-12-20
"316","Learnings","ado","evaluation",8,2023-12-20
"317","Learnings","evaluation","agency",8,2023-12-20
"318","Learnings","evaluation","evaluation",8,2023-12-20
"319","Learnings","impact","evaluation",8,2023-12-20
"320","Learnings","learnings","dollo",8,2023-12-20
"321","Learnings","report","ikea",8,2023-12-20
"322","Programs","action","filter",8,2023-12-20
"323","Programs","added","rowremoved",8,2023-12-20
"324","Programs","address","required",8,2023-12-20
"325","Programs","af","nl",8,2023-12-20
"326","Programs","agreement","privacy",8,2023-12-20
"327","Programs","ajaxarg","security",8,2023-12-20
"328","Programs","analytics","script",8,2023-12-20
"329","Programs","analytics","service",8,2023-12-20
"330","Programs","anbi","documents",8,2023-12-20
"331","Programs","annual","review",8,2023-12-20
"332","Programs","append","contents",8,2023-12-20
"333","Programs","arguments","applyfilters",8,2023-12-20
"334","Programs","arguments","removeaction",8,2023-12-20
"335","Programs","assets","js",8,2023-12-20
"336","Programs","async","src",8,2023-12-20
"337","Programs","au","cdata",8,2023-12-20
"338","Programs","august","august",8,2023-12-20
"339","Programs","august","september",8,2023-12-20
"340","Programs","bd","br",8,2023-12-20
"341","Programs","bg","za",8,2023-12-20
"342","Programs","block","pullquote",8,2023-12-20
"343","Programs","br","gb",8,2023-12-20
"344","Programs","brand","enable",8,2023-12-20
"345","Programs","breadcrumb","inlanguage",8,2023-12-20
"346","Programs","cancel","cancel",8,2023-12-20
"347","Programs","cancelled","cancelled",8,2023-12-20
"348","Programs","cancelled","vars",8,2023-12-20
"349","Programs","change","cookie",8,2023-12-20
"350","Programs","cn","gh",8,2023-12-20
"351","Programs","code","eur",8,2023-12-20
"352","Programs","complete","cancel",8,2023-12-20
"353","Programs","confidentially","report",8,2023-12-20
"354","Programs","constrained","alignwide",8,2023-12-20
"355","Programs","contents","settimeout",8,2023-12-20
"356","Programs","cookie","preferences",8,2023-12-20
"357","Programs","cookiename","vogdprc",8,2023-12-20
"358","Programs","customdata","ajaxurl",8,2023-12-20
"359","Programs","datalayer","gtm",8,2023-12-20
"360","Programs","datepicker","days",8,2023-12-20
"361","Programs","days","monday",8,2023-12-20
"362","Programs","defaults","fields",8,2023-12-20
"363","Programs","description","potentialaction",8,2023-12-20
"364","Programs","dist","privacy",8,2023-12-20
"365","Programs","dk","pt",8,2023-12-20
"366","Programs","document","ready",8,2023-12-20
"367","Programs","document","script",8,2023-12-20
"368","Programs","documents","change",8,2023-12-20
"369","Programs","domain","domain",8,2023-12-20
"370","Programs","domain","translations",8,2023-12-20
"371","Programs","en","pagenr",8,2023-12-20
"372","Programs","enable","google",8,2023-12-20
"373","Programs","enable","save",8,2023-12-20
"374","Programs","enables","external",8,2023-12-20
"375","Programs","entrypoint","urltemplate",8,2023-12-20
"376","Programs","es","hr",8,2023-12-20
"377","Programs","experience","enable",8,2023-12-20
"378","Programs","external","stakeholders",8,2023-12-20
"379","Programs","february","february",8,2023-12-20
"380","Programs","february","march",8,2023-12-20
"381","Programs","fi","de",8,2023-12-20
"382","Programs","field","section",8,2023-12-20
"383","Programs","fields","isinit",8,2023-12-20
"384","Programs","file","exceeds",8,2023-12-20
"385","Programs","files","reached",8,2023-12-20
"386","Programs","filter","addaction",8,2023-12-20
"387","Programs","formid","currentpage",8,2023-12-20
"388","Programs","formid","fields",8,2023-12-20
"389","Programs","forms","nplurals",8,2023-12-20
"390","Programs","foundation","context",8,2023-12-20
"391","Programs","foundation","description",8,2023-12-20
"392","Programs","foundation","ispartof",8,2023-12-20
"393","Programs","fr","cn",8,2023-12-20
"394","Programs","fr","saturday",8,2023-12-20
"395","Programs","friday","fr",8,2023-12-20
"396","Programs","gb","pk",8,2023-12-20
"397","Programs","gb","potentialaction",8,2023-12-20
"398","Programs","generator","glotpress",8,2023-12-20
"399","Programs","gettime","cdata",8,2023-12-20
"400","Programs","gform","domloaded",8,2023-12-20
"401","Programs","gform","gform",8,2023-12-20
"402","Programs","gforminitdatepicker","gforminitdatepicker",8,2023-12-20
"403","Programs","gforminitpricefields","gforminitpricefields",8,2023-12-20
"404","Programs","gformredirect","gformredirect",8,2023-12-20
"405","Programs","google","marketing",8,2023-12-20
"406","Programs","governance","annual",8,2023-12-20
"407","Programs","gr","jo",8,2023-12-20
"408","Programs","gravityforms","assets",8,2023-12-20
"409","Programs","hooks","action",8,2023-12-20
"410","Programs","hr","fi",8,2023-12-20
"411","Programs","icontext","select",8,2023-12-20
"412","Programs","imageobject","inlanguage",8,2023-12-20
"413","Programs","includes","js",8,2023-12-20
"414","Programs","including","partners",8,2023-12-20
"415","Programs","init","start",8,2023-12-20
"416","Programs","input","required",8,2023-12-20
"417","Programs","isarchive","archivetype",8,2023-12-20
"418","Programs","isinit","cdata",8,2023-12-20
"419","Programs","ismultisite","locale",8,2023-12-20
"420","Programs","jo","ng",8,2023-12-20
"421","Programs","jp","fr",8,2023-12-20
"422","Programs","json","vo",8,2023-12-20
"423","Programs","july","august",8,2023-12-20
"424","Programs","july","july",8,2023-12-20
"425","Programs","june","july",8,2023-12-20
"426","Programs","june","june",8,2023-12-20
"427","Programs","ke","ug",8,2023-12-20
"428","Programs","lang","en",8,2023-12-20
"429","Programs","learnings","partners",8,2023-12-20
"430","Programs","ltr","cdata",8,2023-12-20
"431","Programs","manager","google",8,2023-12-20
"432","Programs","manager","measures",8,2023-12-20
"433","Programs","manager","privacy",8,2023-12-20
"434","Programs","march","march",8,2023-12-20
"435","Programs","marketing","platform",8,2023-12-20
"436","Programs","messages","domain",8,2023-12-20
"437","Programs","messages","plural",8,2023-12-20
"438","Programs","misconduct","visit",8,2023-12-20
"439","Programs","monday","mo",8,2023-12-20
"440","Programs","mt","parseint",8,2023-12-20
"441","Programs","ng","tz",8,2023-12-20
"442","Programs","nl","bg",8,2023-12-20
"443","Programs","notifications","notifications",8,2023-12-20
"444","Programs","october","october",8,2023-12-20
"445","Programs","paramstoremove","isarchive",8,2023-12-20
"446","Programs","partners","press",8,2023-12-20
"447","Programs","path","prefix",8,2023-12-20
"448","Programs","pk","gr",8,2023-12-20
"449","Programs","placeholders","undefined",8,2023-12-20
"450","Programs","platform","brand",8,2023-12-20
"451","Programs","platform","inside",8,2023-12-20
"452","Programs","playvideo","play",8,2023-12-20
"453","Programs","pluginprefix","vogdprc",8,2023-12-20
"454","Programs","plural","forms",8,2023-12-20
"455","Programs","policy","anbi",8,2023-12-20
"456","Programs","preferences","trust",8,2023-12-20
"457","Programs","prefix","vogdprc",8,2023-12-20
"458","Programs","press","stories",8,2023-12-20
"459","Programs","privacy","policy",8,2023-12-20
"460","Programs","provide","information",8,2023-12-20
"461","Programs","pt","au",8,2023-12-20
"462","Programs","push","tag",8,2023-12-20
"463","Programs","query","input",8,2023-12-20
"464","Programs","readaction","target",8,2023-12-20
"465","Programs","reject","accept",8,2023-12-20
"466","Programs","removed","formsaved",8,2023-12-20
"467","Programs","rw","bd",8,2023-12-20
"468","Programs","sa","sunday",8,2023-12-20
"469","Programs","saturday","sa",8,2023-12-20
"470","Programs","script","datalayer",8,2023-12-20
"471","Programs","searchaction","target",8,2023-12-20
"472","Programs","security","pluginprefix",8,2023-12-20
"473","Programs","september","october",8,2023-12-20
"474","Programs","september","september",8,2023-12-20
"475","Programs","service","offered",8,2023-12-20
"476","Programs","settings","cdata",8,2023-12-20
"477","Programs","settings","google",8,2023-12-20
"478","Programs","settings","privacy",8,2023-12-20
"479","Programs","settings","reject",8,2023-12-20
"480","Programs","stakeholders","including",8,2023-12-20
"481","Programs","start","native",8,2023-12-20
"482","Programs","strings","newrowadded",8,2023-12-20
"483","Programs","su","months",8,2023-12-20
"484","Programs","sunday","su",8,2023-12-20
"485","Programs","translation","revision",8,2023-12-20
"486","Programs","tz","pl",8,2023-12-20
"487","Programs","upload","cancelled",8,2023-12-20
"488","Programs","val","gforminitspinner",8,2023-12-20
"489","Programs","visit","note",8,2023-12-20
"490","Programs","vogdprc","blogid",8,2023-12-20
"491","Programs","vogdprc","consent",8,2023-12-20
"492","Programs","vogdprc","consents",8,2023-12-20
"493","Programs","vogdprcfront","ajaxurl",8,2023-12-20
"494","Programs","wrap","wrap",8,2023-12-20
"495","Programs","za","jp",8,2023-12-20
"496","About","climate","change",7,2023-12-20
"497","About","ingka","foundation",7,2023-12-20
"498","Programs","mins","previous",7,2023-12-20
"499","Programs","related","articles",7,2023-12-20
"500","Grantmaking","plugins","gravityforms",6,2023-12-20
"501","Learnings","evaluation","primaryimage",6,2023-12-20
"502","People","plugins","gravityforms",6,2023-12-20
"503","Programs","climate","change",6,2023-12-20
"504","Programs","livelihoods","primaryimage",6,2023-12-20
"505","Programs","sustainable","livelihoods",6,2023-12-20
"506","About","charitable","purpose",5,2023-12-20
"507","About","everyday","life",5,2023-12-20
"508","About","stakeholders","including",5,2023-12-20
"509","Grantmaking","document","trigger",5,2023-12-20
"510","Grantmaking","gdpr","modal",5,2023-12-20
"511","Grantmaking","google","analytics",5,2023-12-20
"512","Grantmaking","google","tag",5,2023-12-20
"513","Grantmaking","ikea","foundation",5,2023-12-20
"514","Grantmaking","tag","manager",5,2023-12-20
"515","People","document","trigger",5,2023-12-20
"516","People","gdpr","modal",5,2023-12-20
"517","People","google","analytics",5,2023-12-20
"518","People","google","tag",5,2023-12-20
"519","People","tag","manager",5,2023-12-20
"520","Programs","east","africa",5,2023-12-20
"521","Programs","greenhouse","gas",5,2023-12-20
"522","Programs","host","communities",5,2023-12-20
"523","Programs","selco","foundation",5,2023-12-20
"524","About","action","filter",4,2023-12-20
"525","About","added","rowremoved",4,2023-12-20
"526","About","address","required",4,2023-12-20
"527","About","af","nl",4,2023-12-20
"528","About","agreement","privacy",4,2023-12-20
"529","About","ajaxarg","security",4,2023-12-20
"530","About","analytics","script",4,2023-12-20
"531","About","analytics","service",4,2023-12-20
"532","About","anbi","documents",4,2023-12-20
"533","About","annual","review",4,2023-12-20
"534","About","append","contents",4,2023-12-20
"535","About","arguments","applyfilters",4,2023-12-20
"536","About","arguments","removeaction",4,2023-12-20
"537","About","assets","js",4,2023-12-20
"538","About","async","src",4,2023-12-20
"539","About","au","cdata",4,2023-12-20
"540","About","august","august",4,2023-12-20
"541","About","august","september",4,2023-12-20
"542","About","bd","br",4,2023-12-20
"543","About","bg","za",4,2023-12-20
"544","About","block","pullquote",4,2023-12-20
"545","About","br","gb",4,2023-12-20
"546","About","brand","enable",4,2023-12-20
"547","About","breadcrumb","inlanguage",4,2023-12-20
"548","About","cancel","cancel",4,2023-12-20
"549","About","cancelled","cancelled",4,2023-12-20
"550","About","cancelled","vars",4,2023-12-20
"551","About","change","cookie",4,2023-12-20
"552","About","cn","gh",4,2023-12-20
"553","About","code","eur",4,2023-12-20
"554","About","complete","cancel",4,2023-12-20
"555","About","confidentially","report",4,2023-12-20
"556","About","constrained","alignwide",4,2023-12-20
"557","About","contents","settimeout",4,2023-12-20
"558","About","cookie","preferences",4,2023-12-20
"559","About","cookiename","vogdprc",4,2023-12-20
"560","About","customdata","ajaxurl",4,2023-12-20
"561","About","datalayer","gtm",4,2023-12-20
"562","About","datepicker","days",4,2023-12-20
"563","About","days","monday",4,2023-12-20
"564","About","defaults","fields",4,2023-12-20
"565","About","description","potentialaction",4,2023-12-20
"566","About","dist","privacy",4,2023-12-20
"567","About","dk","pt",4,2023-12-20
"568","About","document","ready",4,2023-12-20
"569","About","document","script",4,2023-12-20
"570","About","documents","change",4,2023-12-20
"571","About","domain","domain",4,2023-12-20
"572","About","domain","translations",4,2023-12-20
"573","About","en","pagenr",4,2023-12-20
"574","About","enable","google",4,2023-12-20
"575","About","enable","save",4,2023-12-20
"576","About","enables","external",4,2023-12-20
"577","About","entrypoint","urltemplate",4,2023-12-20
"578","About","es","hr",4,2023-12-20
"579","About","experience","enable",4,2023-12-20
"580","About","external","stakeholders",4,2023-12-20
"581","About","february","february",4,2023-12-20
"582","About","february","march",4,2023-12-20
"583","About","fi","de",4,2023-12-20
"584","About","field","section",4,2023-12-20
"585","About","fields","isinit",4,2023-12-20
"586","About","file","exceeds",4,2023-12-20
"587","About","files","reached",4,2023-12-20
"588","About","filter","addaction",4,2023-12-20
"589","About","formid","currentpage",4,2023-12-20
"590","About","formid","fields",4,2023-12-20
"591","About","forms","nplurals",4,2023-12-20
"592","About","foundation","context",4,2023-12-20
"593","About","foundation","description",4,2023-12-20
"594","About","foundation","ispartof",4,2023-12-20
"595","About","fr","cn",4,2023-12-20
"596","About","fr","saturday",4,2023-12-20
"597","About","friday","fr",4,2023-12-20
"598","About","gb","pk",4,2023-12-20
"599","About","gb","potentialaction",4,2023-12-20
"600","About","generator","glotpress",4,2023-12-20
"601","About","gettime","cdata",4,2023-12-20
"602","About","gform","domloaded",4,2023-12-20
"603","About","gform","gform",4,2023-12-20
"604","About","gforminitdatepicker","gforminitdatepicker",4,2023-12-20
"605","About","gforminitpricefields","gforminitpricefields",4,2023-12-20
"606","About","gformredirect","gformredirect",4,2023-12-20
"607","About","google","marketing",4,2023-12-20
"608","About","governance","annual",4,2023-12-20
"609","About","gr","jo",4,2023-12-20
"610","About","gravityforms","assets",4,2023-12-20
