"","cat","word1","word2","n","date","institution"
"119","Learnings","members","hilaweyn",24,2024-01-18,"IKEA Foundation "
"120","Learnings","migration","status",24,2024-01-18,"IKEA Foundation "
"121","Learnings","natural","resource",24,2024-01-18,"IKEA Foundation "
"122","Learnings","refugee","hosting",24,2024-01-18,"IKEA Foundation "
"123","Learnings","research","questions",24,2024-01-18,"IKEA Foundation "
"124","Learnings","smallholder","farmers",24,2024-01-18,"IKEA Foundation "
"125","Learnings","trading","cooperative",24,2024-01-18,"IKEA Foundation "
"126","Learnings","world","bank",24,2024-01-18,"IKEA Foundation "
"127","Learnings","food","security",23,2024-01-18,"IKEA Foundation "
"128","Learnings","resource","management",23,2024-01-18,"IKEA Foundation "
"129","Learnings","firewood","cooperatives",22,2024-01-18,"IKEA Foundation "
"130","Learnings","food","consumption",22,2024-01-18,"IKEA Foundation "
"131","Learnings","foundation","funded",22,2024-01-18,"IKEA Foundation "
"132","Learnings","gold","standard",22,2024-01-18,"IKEA Foundation "
"133","Learnings","household","income",22,2024-01-18,"IKEA Foundation "
"134","Learnings","methodological","development",22,2024-01-18,"IKEA Foundation "
"135","Learnings","mfi","loan",22,2024-01-18,"IKEA Foundation "
"136","Learnings","national","bureau",22,2024-01-18,"IKEA Foundation "
"137","Learnings","programme","activities",22,2024-01-18,"IKEA Foundation "
"138","Learnings","vulnerable","groups",22,2024-01-18,"IKEA Foundation "
"139","Grants","additional","effect",21,2024-01-18,"IKEA Foundation "
"140","Grants","biz","sakhi",21,2024-01-18,"IKEA Foundation "
"141","Grants","evaluation","team",21,2024-01-18,"IKEA Foundation "
"142","Grants","interviews","dalberg",21,2024-01-18,"IKEA Foundation "
"143","Learnings","business","plan",21,2024-01-18,"IKEA Foundation "
"144","Learnings","cooperative","member",21,2024-01-18,"IKEA Foundation "
"145","Learnings","cultivated","land",21,2024-01-18,"IKEA Foundation "
"146","Learnings","financial","products",21,2024-01-18,"IKEA Foundation "
"147","Learnings","foundation","supported",21,2024-01-18,"IKEA Foundation "
"148","Learnings","implementing","partner",21,2024-01-18,"IKEA Foundation "
"149","Learnings","livelihoods","program",21,2024-01-18,"IKEA Foundation "
"150","Learnings","selection","criteria",21,2024-01-18,"IKEA Foundation "
"151","Grants","corporate","engagement",20,2024-01-18,"IKEA Foundation "
"152","Grants","documents","beneficiary",20,2024-01-18,"IKEA Foundation "
"153","Grants","long","term",20,2024-01-18,"IKEA Foundation "
"154","Grants","program","documents",20,2024-01-18,"IKEA Foundation "
"155","Grants","reduction","targets",20,2024-01-18,"IKEA Foundation "
"156","Learnings","baseline","data",20,2024-01-18,"IKEA Foundation "
"157","Learnings","food","insecurity",20,2024-01-18,"IKEA Foundation "
"158","Learnings","grant","recipients",20,2024-01-18,"IKEA Foundation "
"159","Learnings","leadership","team",20,2024-01-18,"IKEA Foundation "
"160","Learnings","refugee","agriculture",20,2024-01-18,"IKEA Foundation "
"161","Learnings","refugee","cooperative",20,2024-01-18,"IKEA Foundation "
"162","Learnings","restricted","access",20,2024-01-18,"IKEA Foundation "
"163","Learnings","trade","offs",20,2024-01-18,"IKEA Foundation "
"164","Learnings","agricultural","practices",19,2024-01-18,"IKEA Foundation "
"165","Learnings","asset","managers",19,2024-01-18,"IKEA Foundation "
"166","Learnings","community","forest",19,2024-01-18,"IKEA Foundation "
"167","Learnings","comparison","groups",19,2024-01-18,"IKEA Foundation "
"168","Learnings","kenya","ecosystem",19,2024-01-18,"IKEA Foundation "
"169","Learnings","law","reporting",19,2024-01-18,"IKEA Foundation "
"170","Learnings","limited","access",19,2024-01-18,"IKEA Foundation "
"171","Learnings","policy","advocacy",19,2024-01-18,"IKEA Foundation "
"172","Learnings","primary","data",19,2024-01-18,"IKEA Foundation "
"173","Learnings","rainforest","alliance",19,2024-01-18,"IKEA Foundation "
"174","Grants","advisory","board",18,2024-01-18,"IKEA Foundation "
"175","Grants","climate","change",18,2024-01-18,"IKEA Foundation "
"176","Grants","private","sector",18,2024-01-18,"IKEA Foundation "
"177","Learnings","business","group",18,2024-01-18,"IKEA Foundation "
"178","Learnings","capacity","building",18,2024-01-18,"IKEA Foundation "
"179","Learnings","core","team",18,2024-01-18,"IKEA Foundation "
"180","Learnings","data","collected",18,2024-01-18,"IKEA Foundation "
"181","Learnings","government","actors",18,2024-01-18,"IKEA Foundation "
"182","Learnings","interest","rates",18,2024-01-18,"IKEA Foundation "
"183","Learnings","irrigation","sites",18,2024-01-18,"IKEA Foundation "
"184","Learnings","policy","makers",18,2024-01-18,"IKEA Foundation "
"185","Learnings","pre","existing",18,2024-01-18,"IKEA Foundation "
"186","Learnings","program","logic",18,2024-01-18,"IKEA Foundation "
"187","Learnings","socio","economic",18,2024-01-18,"IKEA Foundation "
"188","Learnings","syrian","refugees",18,2024-01-18,"IKEA Foundation "
"189","Learnings","water","resource",18,2024-01-18,"IKEA Foundation "
"190","Learnings","working","paper",18,2024-01-18,"IKEA Foundation "
"191","Grants","certified","companies",17,2024-01-18,"IKEA Foundation "
"192","Grants","source","dalberg",17,2024-01-18,"IKEA Foundation "
"193","Learnings","agricultural","production",17,2024-01-18,"IKEA Foundation "
"194","Learnings","climate","related",17,2024-01-18,"IKEA Foundation "
"195","Learnings","critical","mass",17,2024-01-18,"IKEA Foundation "
"196","Learnings","crop","production",17,2024-01-18,"IKEA Foundation "
"197","Learnings","delivery","teams",17,2024-01-18,"IKEA Foundation "
"198","Learnings","financial","support",17,2024-01-18,"IKEA Foundation "
"199","Learnings","group","discussions",17,2024-01-18,"IKEA Foundation "
"200","Learnings","human","rights",17,2024-01-18,"IKEA Foundation "
"201","Learnings","nature","kenya",17,2024-01-18,"IKEA Foundation "
"202","Learnings","process","evaluation",17,2024-01-18,"IKEA Foundation "
"203","Learnings","riparian","areas",17,2024-01-18,"IKEA Foundation "
"204","Learnings","statistics","knbs",17,2024-01-18,"IKEA Foundation "
"205","Learnings","survey","data",17,2024-01-18,"IKEA Foundation "
"206","Learnings","upper","tana",17,2024-01-18,"IKEA Foundation "
"207","Learnings","water","resources",17,2024-01-18,"IKEA Foundation "
"208","Grants","action","initiatives",16,2024-01-18,"IKEA Foundation "
"209","Grants","construction","sector",16,2024-01-18,"IKEA Foundation "
"210","Grants","corporate","climate",16,2024-01-18,"IKEA Foundation "
"211","Grants","emission","reductions",16,2024-01-18,"IKEA Foundation "
"212","Grants","energy","management",16,2024-01-18,"IKEA Foundation "
"213","Grants","policy","advocacy",16,2024-01-18,"IKEA Foundation "
"214","Grants","transformation","teams",16,2024-01-18,"IKEA Foundation "
"215","Learnings","financial","services",16,2024-01-18,"IKEA Foundation "
"216","Learnings","irrigation","canals",16,2024-01-18,"IKEA Foundation "
"217","Learnings","irrigation","site",16,2024-01-18,"IKEA Foundation "
"218","Learnings","large","number",16,2024-01-18,"IKEA Foundation "
"219","Learnings","local","authorities",16,2024-01-18,"IKEA Foundation "
"220","Learnings","quantitative","data",16,2024-01-18,"IKEA Foundation "
"221","Learnings","reference","period",16,2024-01-18,"IKEA Foundation "
"222","Learnings","refugee","farmers",16,2024-01-18,"IKEA Foundation "
"223","Learnings","refugee","households",16,2024-01-18,"IKEA Foundation "
"224","Learnings","semi","structured",16,2024-01-18,"IKEA Foundation "
"225","Grants","civil","engineering",15,2024-01-18,"IKEA Foundation "
"226","Grants","climate","group",15,2024-01-18,"IKEA Foundation "
"227","Grants","comparative","advantage",15,2024-01-18,"IKEA Foundation "
"228","Grants","group","survey",15,2024-01-18,"IKEA Foundation "
"229","Grants","market","linkages",15,2024-01-18,"IKEA Foundation "
"230","Grants","renewable","energy",15,2024-01-18,"IKEA Foundation "
"231","Learnings","asset","manager",15,2024-01-18,"IKEA Foundation "
"232","Learnings","commercial","banks",15,2024-01-18,"IKEA Foundation "
"233","Learnings","consumption","aggregate",15,2024-01-18,"IKEA Foundation "
"234","Learnings","cooperative","societies",15,2024-01-18,"IKEA Foundation "
"235","Learnings","cross","team",15,2024-01-18,"IKEA Foundation "
"236","Learnings","executive","summary",15,2024-01-18,"IKEA Foundation "
"237","Learnings","global","forest",15,2024-01-18,"IKEA Foundation "
"238","Learnings","grant","disbursement",15,2024-01-18,"IKEA Foundation "
"239","Learnings","landscape","finance",15,2024-01-18,"IKEA Foundation "
"240","Learnings","member","addis",15,2024-01-18,"IKEA Foundation "
"241","Learnings","members","melkadida",15,2024-01-18,"IKEA Foundation "
"242","Learnings","mini","grids",15,2024-01-18,"IKEA Foundation "
"243","Learnings","mount","kenya",15,2024-01-18,"IKEA Foundation "
"244","Learnings","qualitative","data",15,2024-01-18,"IKEA Foundation "
"245","Learnings","refugee","camps",15,2024-01-18,"IKEA Foundation "
"246","Learnings","renewable","energy",15,2024-01-18,"IKEA Foundation "
"247","Learnings","survey","results",15,2024-01-18,"IKEA Foundation "
"248","Learnings","treatment","group",15,2024-01-18,"IKEA Foundation "
"249","Learnings","tree","planting",15,2024-01-18,"IKEA Foundation "
"250","Grants","analysis","beneficiary",14,2024-01-18,"IKEA Foundation "
"251","Grants","energy","efficiency",14,2024-01-18,"IKEA Foundation "
"252","Grants","large","companies",14,2024-01-18,"IKEA Foundation "
"253","Grants","literature","review",14,2024-01-18,"IKEA Foundation "
"254","Grants","tendering","parties",14,2024-01-18,"IKEA Foundation "
"255","Learnings","agriculture","livestock",14,2024-01-18,"IKEA Foundation "
"256","Learnings","andonis","marden",14,2024-01-18,"IKEA Foundation "
"257","Learnings","business","practices",14,2024-01-18,"IKEA Foundation "
"258","Learnings","cash","transfers",14,2024-01-18,"IKEA Foundation "
"259","Learnings","coffee","zones",14,2024-01-18,"IKEA Foundation "
"260","Learnings","cooperative","farmers",14,2024-01-18,"IKEA Foundation "
"261","Learnings","durable","goods",14,2024-01-18,"IKEA Foundation "
"262","Learnings","evaluation","survey",14,2024-01-18,"IKEA Foundation "
"263","Learnings","extreme","weather",14,2024-01-18,"IKEA Foundation "
"264","Learnings","forest","service",14,2024-01-18,"IKEA Foundation "
"265","Learnings","full","sample",14,2024-01-18,"IKEA Foundation "
"266","Learnings","government","authorities",14,2024-01-18,"IKEA Foundation "
"267","Learnings","government","official",14,2024-01-18,"IKEA Foundation "
"268","Learnings","high","level",14,2024-01-18,"IKEA Foundation "
"269","Learnings","income","generation",14,2024-01-18,"IKEA Foundation "
"270","Learnings","key","findings",14,2024-01-18,"IKEA Foundation "
"271","Learnings","key","geographies",14,2024-01-18,"IKEA Foundation "
"272","Learnings","lessons","learned",14,2024-01-18,"IKEA Foundation "
"273","Learnings","medium","term",14,2024-01-18,"IKEA Foundation "
"274","Learnings","middle","income",14,2024-01-18,"IKEA Foundation "
"275","Learnings","national","government",14,2024-01-18,"IKEA Foundation "
"276","Learnings","national","level",14,2024-01-18,"IKEA Foundation "
"277","Learnings","oil","gas",14,2024-01-18,"IKEA Foundation "
"278","Learnings","pathway","landscape",14,2024-01-18,"IKEA Foundation "
"279","Learnings","pension","power",14,2024-01-18,"IKEA Foundation "
"280","Learnings","progress","report",14,2024-01-18,"IKEA Foundation "
"281","Learnings","propensity","score",14,2024-01-18,"IKEA Foundation "
"282","Learnings","public","level",14,2024-01-18,"IKEA Foundation "
"283","Learnings","solar","mini",14,2024-01-18,"IKEA Foundation "
"284","Learnings","supply","chain",14,2024-01-18,"IKEA Foundation "
"285","Learnings","survey","respondents",14,2024-01-18,"IKEA Foundation "
"286","Learnings","vice","chairman",14,2024-01-18,"IKEA Foundation "
"287","Grants","ambition","action",13,2024-01-18,"IKEA Foundation "
"288","Grants","based","targets",13,2024-01-18,"IKEA Foundation "
"289","Grants","competitive","advantage",13,2024-01-18,"IKEA Foundation "
"290","Grants","construction","company",13,2024-01-18,"IKEA Foundation "
"291","Grants","emissions","reductions",13,2024-01-18,"IKEA Foundation "
"292","Grants","global","alliance",13,2024-01-18,"IKEA Foundation "
"293","Grants","nsurvey","findings",13,2024-01-18,"IKEA Foundation "
"294","Grants","procurement","instrument",13,2024-01-18,"IKEA Foundation "
"295","Grants","programmatic","priorities",13,2024-01-18,"IKEA Foundation "
"296","Grants","research","questions",13,2024-01-18,"IKEA Foundation "
"297","Grants","science","based",13,2024-01-18,"IKEA Foundation "
"298","Grants","small","companies",13,2024-01-18,"IKEA Foundation "
"299","Grants","stichting","klimaatvriendelijk",13,2024-01-18,"IKEA Foundation "
"300","Learnings","agro","ecological",13,2024-01-18,"IKEA Foundation "
"301","Learnings","coffee","producers",13,2024-01-18,"IKEA Foundation "
"302","Learnings","cooperative","vice",13,2024-01-18,"IKEA Foundation "
"303","Learnings","eduardo","soteras",13,2024-01-18,"IKEA Foundation "
"304","Learnings","farm","sizes",13,2024-01-18,"IKEA Foundation "
"305","Learnings","female","male",13,2024-01-18,"IKEA Foundation "
"306","Learnings","firewood","cooperative",13,2024-01-18,"IKEA Foundation "
"307","Learnings","forest","watch",13,2024-01-18,"IKEA Foundation "
"308","Learnings","income","countries",13,2024-01-18,"IKEA Foundation "
"309","Learnings","landscape","approaches",13,2024-01-18,"IKEA Foundation "
"310","Learnings","loan","recipient",13,2024-01-18,"IKEA Foundation "
"311","Learnings","lower","parts",13,2024-01-18,"IKEA Foundation "
"312","Learnings","members","buramino",13,2024-01-18,"IKEA Foundation "
"313","Learnings","official","dollo",13,2024-01-18,"IKEA Foundation "
"314","Learnings","program","participants",13,2024-01-18,"IKEA Foundation "
"315","Learnings","refugee","members",13,2024-01-18,"IKEA Foundation "
"316","Learnings","refugee","policy",13,2024-01-18,"IKEA Foundation "
"317","Learnings","rsc","andonis",13,2024-01-18,"IKEA Foundation "
"318","Learnings","sector","specific",13,2024-01-18,"IKEA Foundation "
"319","Learnings","soil","organic",13,2024-01-18,"IKEA Foundation "
"320","Learnings","soil","quality",13,2024-01-18,"IKEA Foundation "
"321","Learnings","somali","region",13,2024-01-18,"IKEA Foundation "
"322","Learnings","soteras","jalil",13,2024-01-18,"IKEA Foundation "
"323","Learnings","sustainable","development",13,2024-01-18,"IKEA Foundation "
"324","Learnings","sustainable","landscape",13,2024-01-18,"IKEA Foundation "
"325","Learnings","tree","cover",13,2024-01-18,"IKEA Foundation "
"326","Learnings","users","associations",13,2024-01-18,"IKEA Foundation "
"327","Learnings","validation","process",13,2024-01-18,"IKEA Foundation "
"328","Learnings","young","people",13,2024-01-18,"IKEA Foundation "
"329","About","foundation","ethical",12,2024-01-18,"IKEA Foundation "
"330","Grants","ambition","initiatives",12,2024-01-18,"IKEA Foundation "
"331","Grants","coalition","initiatives",12,2024-01-18,"IKEA Foundation "
"332","Grants","heavy","industry",12,2024-01-18,"IKEA Foundation "
"333","Grants","literature","analysis",12,2024-01-18,"IKEA Foundation "
"334","Grants","material","emissions",12,2024-01-18,"IKEA Foundation "
"335","Grants","survey","findings",12,2024-01-18,"IKEA Foundation "
"336","Learnings","agricultural","productivity",12,2024-01-18,"IKEA Foundation "
"337","Learnings","board","members",12,2024-01-18,"IKEA Foundation "
"338","Learnings","bokolmanyo","melkadida",12,2024-01-18,"IKEA Foundation "
"339","Learnings","challenges","faced",12,2024-01-18,"IKEA Foundation "
"340","Learnings","communities","smallholder",12,2024-01-18,"IKEA Foundation "
"341","Learnings","evaluation","methodology",12,2024-01-18,"IKEA Foundation "
"342","Learnings","external","stakeholders",12,2024-01-18,"IKEA Foundation "
"343","Learnings","farming","activities",12,2024-01-18,"IKEA Foundation "
"344","Learnings","forest","reserve",12,2024-01-18,"IKEA Foundation "
"345","Learnings","formal","employment",12,2024-01-18,"IKEA Foundation "
"346","Learnings","global","compact",12,2024-01-18,"IKEA Foundation "
"347","Learnings","livestock","development",12,2024-01-18,"IKEA Foundation "
"348","Learnings","matching","variables",12,2024-01-18,"IKEA Foundation "
"349","Learnings","nembu","county",12,2024-01-18,"IKEA Foundation "
"350","Learnings","refugee","camp",12,2024-01-18,"IKEA Foundation "
"351","Learnings","sample","sizes",12,2024-01-18,"IKEA Foundation "
"352","Learnings","small","scale",12,2024-01-18,"IKEA Foundation "
"353","Learnings","staff","melkadida",12,2024-01-18,"IKEA Foundation "
"354","Learnings","structured","interviews",12,2024-01-18,"IKEA Foundation "
"355","Learnings","unconditional","cash",12,2024-01-18,"IKEA Foundation "
"356","Learnings","water","management",12,2024-01-18,"IKEA Foundation "
"357","Learnings","weather","events",12,2024-01-18,"IKEA Foundation "
"358","About","nikea","foundation",11,2024-01-18,"IKEA Foundation "
"359","Grants","ambition","level",11,2024-01-18,"IKEA Foundation "
"360","Grants","carbon","emissions",11,2024-01-18,"IKEA Foundation "
"361","Grants","chain","cooperation",11,2024-01-18,"IKEA Foundation "
"362","Grants","coalition","partner",11,2024-01-18,"IKEA Foundation "
"363","Grants","commissioning","parties",11,2024-01-18,"IKEA Foundation "
"364","Grants","employment","marketplace",11,2024-01-18,"IKEA Foundation "
"365","Grants","gpp","instrument",11,2024-01-18,"IKEA Foundation "
"366","Grants","greenhouse","gas",11,2024-01-18,"IKEA Foundation "
"367","Grants","klimaatvriendelijk","aanbesteden",11,2024-01-18,"IKEA Foundation "
"368","Grants","magic","bus",11,2024-01-18,"IKEA Foundation "
"369","Grants","nsource","dalberg",11,2024-01-18,"IKEA Foundation "
"370","Grants","reduction","measures",11,2024-01-18,"IKEA Foundation "
"371","Grants","rietbergen","martijn",11,2024-01-18,"IKEA Foundation "
"372","Grants","study","shows",11,2024-01-18,"IKEA Foundation "
"373","Grants","taking","part",11,2024-01-18,"IKEA Foundation "
"374","Grants","water","authorities",11,2024-01-18,"IKEA Foundation "
"375","Grants","women","ent",11,2024-01-18,"IKEA Foundation "
"376","Grants","working","relationships",11,2024-01-18,"IKEA Foundation "
"377","Learnings","advisory","group",11,2024-01-18,"IKEA Foundation "
"378","Learnings","agricultural","land",11,2024-01-18,"IKEA Foundation "
"379","Learnings","business","development",11,2024-01-18,"IKEA Foundation "
"380","Learnings","camp","rsc",11,2024-01-18,"IKEA Foundation "
"381","Learnings","community","based",11,2024-01-18,"IKEA Foundation "
"382","Learnings","consumption","expenditures",11,2024-01-18,"IKEA Foundation "
"383","Learnings","cooperative","structures",11,2024-01-18,"IKEA Foundation "
"384","Learnings","core","funding",11,2024-01-18,"IKEA Foundation "
"385","Learnings","farm","inputs",11,2024-01-18,"IKEA Foundation "
"386","Learnings","farmers","cooperative",11,2024-01-18,"IKEA Foundation "
"387","Learnings","financial","system",11,2024-01-18,"IKEA Foundation "
"388","Learnings","food","crops",11,2024-01-18,"IKEA Foundation "
"389","Learnings","foundation","investments",11,2024-01-18,"IKEA Foundation "
"390","Learnings","gender","based",11,2024-01-18,"IKEA Foundation "
"391","Learnings","generating","activities",11,2024-01-18,"IKEA Foundation "
"392","Learnings","health","services",11,2024-01-18,"IKEA Foundation "
"393","Learnings","hilaweyn","buramino",11,2024-01-18,"IKEA Foundation "
"394","Learnings","household","levels",11,2024-01-18,"IKEA Foundation "
"395","Learnings","internal","stakeholders",11,2024-01-18,"IKEA Foundation "
"396","Learnings","livelihoods","activities",11,2024-01-18,"IKEA Foundation "
"397","Learnings","livelihoods","interventions",11,2024-01-18,"IKEA Foundation "
"398","Learnings","livestock","traders",11,2024-01-18,"IKEA Foundation "
"399","Learnings","management","authority",11,2024-01-18,"IKEA Foundation "
"400","Learnings","member","explained",11,2024-01-18,"IKEA Foundation "
"401","Learnings","movement","building",11,2024-01-18,"IKEA Foundation "
"402","Learnings","organic","matter",11,2024-01-18,"IKEA Foundation "
"403","Learnings","organisational","structure",11,2024-01-18,"IKEA Foundation "
"404","Learnings","pension","funds",11,2024-01-18,"IKEA Foundation "
"405","Learnings","project","management",11,2024-01-18,"IKEA Foundation "
"406","Learnings","remote","refugee",11,2024-01-18,"IKEA Foundation "
"407","Learnings","rural","livelihoods",11,2024-01-18,"IKEA Foundation "
