"","cat","word1","word2","n","date","institution"
"30","Learnings","long","term",62,2024-01-20,"IKEA Foundation "
"31","Grants","business","coalition",60,2024-01-20,"IKEA Foundation "
"32","Grants","coalition","partners",59,2024-01-20,"IKEA Foundation "
"33","Learnings","case","study",58,2024-01-20,"IKEA Foundation "
"34","Grants","emission","reduction",57,2024-01-20,"IKEA Foundation "
"35","Grants","management","system",54,2024-01-20,"IKEA Foundation "
"36","Learnings","milk","selling",54,2024-01-20,"IKEA Foundation "
"37","Grants","dalberg","analysis",50,2024-01-20,"IKEA Foundation "
"38","Learnings","decision","making",50,2024-01-20,"IKEA Foundation "
"39","Learnings","landscape","approach",50,2024-01-20,"IKEA Foundation "
"40","Learnings","loan","recipients",48,2024-01-20,"IKEA Foundation "
"41","Learnings","natural","resources",48,2024-01-20,"IKEA Foundation "
"42","Learnings","selling","cooperatives",48,2024-01-20,"IKEA Foundation "
"43","Learnings","financial","sector",47,2024-01-20,"IKEA Foundation "
"44","Learnings","climate","smart",46,2024-01-20,"IKEA Foundation "
"45","Grants","stakeholder","interviews",45,2024-01-20,"IKEA Foundation "
"46","Learnings","agriculture","cooperatives",44,2024-01-20,"IKEA Foundation "
"47","Learnings","ecosystem","services",44,2024-01-20,"IKEA Foundation "
"48","Grants","ladder","june",43,2024-01-20,"IKEA Foundation "
"49","Learnings","county","government",43,2024-01-20,"IKEA Foundation "
"50","Grants","case","studies",42,2024-01-20,"IKEA Foundation "
"51","Learnings","livelihoods","projects",42,2024-01-20,"IKEA Foundation "
"52","Learnings","livestock","trading",40,2024-01-20,"IKEA Foundation "
"53","Learnings","steering","committee",40,2024-01-20,"IKEA Foundation "
"54","Learnings","community","members",39,2024-01-20,"IKEA Foundation "
"55","Learnings","business","metric",38,2024-01-20,"IKEA Foundation "
"56","Learnings","target","validation",38,2024-01-20,"IKEA Foundation "
"57","Learnings","addis","ababa",37,2024-01-20,"IKEA Foundation "
"58","Learnings","kenya","forest",37,2024-01-20,"IKEA Foundation "
"59","Grants","ikea","foundation",36,2024-01-20,"IKEA Foundation "
"60","Learnings","business","groups",36,2024-01-20,"IKEA Foundation "
"61","Learnings","landscape","management",36,2024-01-20,"IKEA Foundation "
"62","Learnings","nairobi","kenya",36,2024-01-20,"IKEA Foundation "
"63","Learnings","raphael","bradenbrink",36,2024-01-20,"IKEA Foundation "
"64","Learnings","target","setting",36,2024-01-20,"IKEA Foundation "
"65","Learnings","rsc","raphael",35,2024-01-20,"IKEA Foundation "
"66","Learnings","short","term",35,2024-01-20,"IKEA Foundation "
"67","Grants","beneficiary","survey",34,2024-01-20,"IKEA Foundation "
"68","Grants","carbon","management",34,2024-01-20,"IKEA Foundation "
"69","Learnings","host","communities",34,2024-01-20,"IKEA Foundation "
"70","Learnings","child","labour",33,2024-01-20,"IKEA Foundation "
"71","Learnings","iga","validation",33,2024-01-20,"IKEA Foundation "
"72","Learnings","kenya","national",33,2024-01-20,"IKEA Foundation "
"73","Learnings","partner","organisations",33,2024-01-20,"IKEA Foundation "
"74","Grants","coalition","board",32,2024-01-20,"IKEA Foundation "
"75","Learnings","cooperative","membership",32,2024-01-20,"IKEA Foundation "
"76","Learnings","corporate","engagement",32,2024-01-20,"IKEA Foundation "
"77","Learnings","household","consumption",32,2024-01-20,"IKEA Foundation "
"78","Learnings","impact","pathway",32,2024-01-20,"IKEA Foundation "
"79","Learnings","strategic","planning",32,2024-01-20,"IKEA Foundation "
"80","Learnings","implementing","partners",31,2024-01-20,"IKEA Foundation "
"81","Learnings","cash","crops",30,2024-01-20,"IKEA Foundation "
"82","Learnings","civil","society",30,2024-01-20,"IKEA Foundation "
"83","Learnings","coffee","farmers",30,2024-01-20,"IKEA Foundation "
"84","Learnings","conservation","activities",30,2024-01-20,"IKEA Foundation "
"85","Learnings","energy","cooperative",30,2024-01-20,"IKEA Foundation "
"86","Learnings","energy","cooperatives",30,2024-01-20,"IKEA Foundation "
"87","Learnings","meat","sellers",30,2024-01-20,"IKEA Foundation "
"88","Learnings","responsible","investment",30,2024-01-20,"IKEA Foundation "
"89","Learnings","science","based",30,2024-01-20,"IKEA Foundation "
"90","Learnings","smart","agriculture",30,2024-01-20,"IKEA Foundation "
"91","Grants","compliance","committee",29,2024-01-20,"IKEA Foundation "
"92","Learnings","case","studies",29,2024-01-20,"IKEA Foundation "
"93","Learnings","evaluation","team",29,2024-01-20,"IKEA Foundation "
"94","Learnings","survey","quote",29,2024-01-20,"IKEA Foundation "
"95","Learnings","united","nations",29,2024-01-20,"IKEA Foundation "
"96","Grants","climate","action",28,2024-01-20,"IKEA Foundation "
"97","Grants","research","question",28,2024-01-20,"IKEA Foundation "
"98","Learnings","income","generating",28,2024-01-20,"IKEA Foundation "
"99","Learnings","thematic","update",28,2024-01-20,"IKEA Foundation "
"100","Grants","participating","companies",27,2024-01-20,"IKEA Foundation "
"101","Learnings","climate","action",27,2024-01-20,"IKEA Foundation "
"102","Learnings","land","cover",27,2024-01-20,"IKEA Foundation "
"103","Learnings","male","female",27,2024-01-20,"IKEA Foundation "
"104","Learnings","public","health",27,2024-01-20,"IKEA Foundation "
"105","Grants","control","group",26,2024-01-20,"IKEA Foundation "
"106","Learnings","longer","term",26,2024-01-20,"IKEA Foundation "
"107","Learnings","market","linkages",26,2024-01-20,"IKEA Foundation "
"108","Learnings","project","outcomes",26,2024-01-20,"IKEA Foundation "
"109","Learnings","refugee","economies",26,2024-01-20,"IKEA Foundation "
"110","Grants","south","africa",25,2024-01-20,"IKEA Foundation "
"111","Learnings","business","training",25,2024-01-20,"IKEA Foundation "
"112","Learnings","living","wage",25,2024-01-20,"IKEA Foundation "
"113","Learnings","member","geneva",25,2024-01-20,"IKEA Foundation "
"114","Learnings","national","council",25,2024-01-20,"IKEA Foundation "
"115","Learnings","office","melkadida",25,2024-01-20,"IKEA Foundation "
"116","Learnings","vulnerability","assessment",25,2024-01-20,"IKEA Foundation "
"117","Learnings","members","hilaweyn",24,2024-01-20,"IKEA Foundation "
"118","Learnings","migration","status",24,2024-01-20,"IKEA Foundation "
"119","Learnings","natural","resource",24,2024-01-20,"IKEA Foundation "
"120","Learnings","refugee","hosting",24,2024-01-20,"IKEA Foundation "
"121","Learnings","research","questions",24,2024-01-20,"IKEA Foundation "
"122","Learnings","smallholder","farmers",24,2024-01-20,"IKEA Foundation "
"123","Learnings","trading","cooperative",24,2024-01-20,"IKEA Foundation "
"124","Learnings","world","bank",24,2024-01-20,"IKEA Foundation "
"125","Learnings","food","security",23,2024-01-20,"IKEA Foundation "
"126","Learnings","resource","management",23,2024-01-20,"IKEA Foundation "
"127","Learnings","firewood","cooperatives",22,2024-01-20,"IKEA Foundation "
"128","Learnings","food","consumption",22,2024-01-20,"IKEA Foundation "
"129","Learnings","foundation","funded",22,2024-01-20,"IKEA Foundation "
"130","Learnings","gold","standard",22,2024-01-20,"IKEA Foundation "
"131","Learnings","household","income",22,2024-01-20,"IKEA Foundation "
"132","Learnings","methodological","development",22,2024-01-20,"IKEA Foundation "
"133","Learnings","mfi","loan",22,2024-01-20,"IKEA Foundation "
"134","Learnings","national","bureau",22,2024-01-20,"IKEA Foundation "
"135","Learnings","programme","activities",22,2024-01-20,"IKEA Foundation "
"136","Learnings","vulnerable","groups",22,2024-01-20,"IKEA Foundation "
"137","Grants","additional","effect",21,2024-01-20,"IKEA Foundation "
"138","Grants","biz","sakhi",21,2024-01-20,"IKEA Foundation "
"139","Grants","evaluation","team",21,2024-01-20,"IKEA Foundation "
"140","Grants","interviews","dalberg",21,2024-01-20,"IKEA Foundation "
"141","Learnings","business","plan",21,2024-01-20,"IKEA Foundation "
"142","Learnings","cooperative","member",21,2024-01-20,"IKEA Foundation "
"143","Learnings","cultivated","land",21,2024-01-20,"IKEA Foundation "
"144","Learnings","financial","products",21,2024-01-20,"IKEA Foundation "
"145","Learnings","foundation","supported",21,2024-01-20,"IKEA Foundation "
"146","Learnings","implementing","partner",21,2024-01-20,"IKEA Foundation "
"147","Learnings","livelihoods","program",21,2024-01-20,"IKEA Foundation "
"148","Learnings","selection","criteria",21,2024-01-20,"IKEA Foundation "
"149","Grants","corporate","engagement",20,2024-01-20,"IKEA Foundation "
"150","Grants","documents","beneficiary",20,2024-01-20,"IKEA Foundation "
"151","Grants","long","term",20,2024-01-20,"IKEA Foundation "
"152","Grants","program","documents",20,2024-01-20,"IKEA Foundation "
"153","Grants","reduction","targets",20,2024-01-20,"IKEA Foundation "
"154","Learnings","baseline","data",20,2024-01-20,"IKEA Foundation "
"155","Learnings","food","insecurity",20,2024-01-20,"IKEA Foundation "
"156","Learnings","grant","recipients",20,2024-01-20,"IKEA Foundation "
"157","Learnings","leadership","team",20,2024-01-20,"IKEA Foundation "
"158","Learnings","refugee","agriculture",20,2024-01-20,"IKEA Foundation "
"159","Learnings","refugee","cooperative",20,2024-01-20,"IKEA Foundation "
"160","Learnings","restricted","access",20,2024-01-20,"IKEA Foundation "
"161","Learnings","trade","offs",20,2024-01-20,"IKEA Foundation "
"162","Learnings","agricultural","practices",19,2024-01-20,"IKEA Foundation "
"163","Learnings","asset","managers",19,2024-01-20,"IKEA Foundation "
"164","Learnings","community","forest",19,2024-01-20,"IKEA Foundation "
"165","Learnings","comparison","groups",19,2024-01-20,"IKEA Foundation "
"166","Learnings","kenya","ecosystem",19,2024-01-20,"IKEA Foundation "
"167","Learnings","law","reporting",19,2024-01-20,"IKEA Foundation "
"168","Learnings","limited","access",19,2024-01-20,"IKEA Foundation "
"169","Learnings","policy","advocacy",19,2024-01-20,"IKEA Foundation "
"170","Learnings","primary","data",19,2024-01-20,"IKEA Foundation "
"171","Learnings","rainforest","alliance",19,2024-01-20,"IKEA Foundation "
"172","Grants","advisory","board",18,2024-01-20,"IKEA Foundation "
"173","Grants","climate","change",18,2024-01-20,"IKEA Foundation "
"174","Grants","private","sector",18,2024-01-20,"IKEA Foundation "
"175","Learnings","business","group",18,2024-01-20,"IKEA Foundation "
"176","Learnings","capacity","building",18,2024-01-20,"IKEA Foundation "
"177","Learnings","core","team",18,2024-01-20,"IKEA Foundation "
"178","Learnings","data","collected",18,2024-01-20,"IKEA Foundation "
"179","Learnings","government","actors",18,2024-01-20,"IKEA Foundation "
"180","Learnings","interest","rates",18,2024-01-20,"IKEA Foundation "
"181","Learnings","irrigation","sites",18,2024-01-20,"IKEA Foundation "
"182","Learnings","policy","makers",18,2024-01-20,"IKEA Foundation "
"183","Learnings","pre","existing",18,2024-01-20,"IKEA Foundation "
"184","Learnings","program","logic",18,2024-01-20,"IKEA Foundation "
"185","Learnings","socio","economic",18,2024-01-20,"IKEA Foundation "
"186","Learnings","syrian","refugees",18,2024-01-20,"IKEA Foundation "
"187","Learnings","water","resource",18,2024-01-20,"IKEA Foundation "
"188","Learnings","working","paper",18,2024-01-20,"IKEA Foundation "
"189","Grants","certified","companies",17,2024-01-20,"IKEA Foundation "
"190","Grants","source","dalberg",17,2024-01-20,"IKEA Foundation "
"191","Learnings","agricultural","production",17,2024-01-20,"IKEA Foundation "
"192","Learnings","climate","related",17,2024-01-20,"IKEA Foundation "
"193","Learnings","critical","mass",17,2024-01-20,"IKEA Foundation "
"194","Learnings","crop","production",17,2024-01-20,"IKEA Foundation "
"195","Learnings","delivery","teams",17,2024-01-20,"IKEA Foundation "
"196","Learnings","financial","support",17,2024-01-20,"IKEA Foundation "
"197","Learnings","group","discussions",17,2024-01-20,"IKEA Foundation "
"198","Learnings","human","rights",17,2024-01-20,"IKEA Foundation "
"199","Learnings","nature","kenya",17,2024-01-20,"IKEA Foundation "
"200","Learnings","process","evaluation",17,2024-01-20,"IKEA Foundation "
"201","Learnings","riparian","areas",17,2024-01-20,"IKEA Foundation "
"202","Learnings","statistics","knbs",17,2024-01-20,"IKEA Foundation "
"203","Learnings","survey","data",17,2024-01-20,"IKEA Foundation "
"204","Learnings","upper","tana",17,2024-01-20,"IKEA Foundation "
"205","Learnings","water","resources",17,2024-01-20,"IKEA Foundation "
"206","Grants","action","initiatives",16,2024-01-20,"IKEA Foundation "
"207","Grants","construction","sector",16,2024-01-20,"IKEA Foundation "
"208","Grants","corporate","climate",16,2024-01-20,"IKEA Foundation "
"209","Grants","emission","reductions",16,2024-01-20,"IKEA Foundation "
"210","Grants","energy","management",16,2024-01-20,"IKEA Foundation "
"211","Grants","policy","advocacy",16,2024-01-20,"IKEA Foundation "
"212","Grants","transformation","teams",16,2024-01-20,"IKEA Foundation "
"213","Learnings","financial","services",16,2024-01-20,"IKEA Foundation "
"214","Learnings","irrigation","canals",16,2024-01-20,"IKEA Foundation "
"215","Learnings","irrigation","site",16,2024-01-20,"IKEA Foundation "
"216","Learnings","large","number",16,2024-01-20,"IKEA Foundation "
"217","Learnings","local","authorities",16,2024-01-20,"IKEA Foundation "
"218","Learnings","quantitative","data",16,2024-01-20,"IKEA Foundation "
"219","Learnings","reference","period",16,2024-01-20,"IKEA Foundation "
"220","Learnings","refugee","farmers",16,2024-01-20,"IKEA Foundation "
"221","Learnings","refugee","households",16,2024-01-20,"IKEA Foundation "
"222","Learnings","semi","structured",16,2024-01-20,"IKEA Foundation "
"223","Grants","civil","engineering",15,2024-01-20,"IKEA Foundation "
"224","Grants","climate","group",15,2024-01-20,"IKEA Foundation "
"225","Grants","comparative","advantage",15,2024-01-20,"IKEA Foundation "
"226","Grants","group","survey",15,2024-01-20,"IKEA Foundation "
"227","Grants","market","linkages",15,2024-01-20,"IKEA Foundation "
"228","Grants","renewable","energy",15,2024-01-20,"IKEA Foundation "
"229","Learnings","asset","manager",15,2024-01-20,"IKEA Foundation "
"230","Learnings","commercial","banks",15,2024-01-20,"IKEA Foundation "
"231","Learnings","consumption","aggregate",15,2024-01-20,"IKEA Foundation "
"232","Learnings","cooperative","societies",15,2024-01-20,"IKEA Foundation "
"233","Learnings","cross","team",15,2024-01-20,"IKEA Foundation "
"234","Learnings","executive","summary",15,2024-01-20,"IKEA Foundation "
"235","Learnings","global","forest",15,2024-01-20,"IKEA Foundation "
"236","Learnings","grant","disbursement",15,2024-01-20,"IKEA Foundation "
"237","Learnings","landscape","finance",15,2024-01-20,"IKEA Foundation "
"238","Learnings","member","addis",15,2024-01-20,"IKEA Foundation "
"239","Learnings","members","melkadida",15,2024-01-20,"IKEA Foundation "
"240","Learnings","mini","grids",15,2024-01-20,"IKEA Foundation "
"241","Learnings","mount","kenya",15,2024-01-20,"IKEA Foundation "
"242","Learnings","qualitative","data",15,2024-01-20,"IKEA Foundation "
"243","Learnings","refugee","camps",15,2024-01-20,"IKEA Foundation "
"244","Learnings","renewable","energy",15,2024-01-20,"IKEA Foundation "
"245","Learnings","survey","results",15,2024-01-20,"IKEA Foundation "
"246","Learnings","treatment","group",15,2024-01-20,"IKEA Foundation "
"247","Learnings","tree","planting",15,2024-01-20,"IKEA Foundation "
"248","Grants","analysis","beneficiary",14,2024-01-20,"IKEA Foundation "
"249","Grants","energy","efficiency",14,2024-01-20,"IKEA Foundation "
"250","Grants","large","companies",14,2024-01-20,"IKEA Foundation "
"251","Grants","literature","review",14,2024-01-20,"IKEA Foundation "
"252","Grants","tendering","parties",14,2024-01-20,"IKEA Foundation "
"253","Learnings","agriculture","livestock",14,2024-01-20,"IKEA Foundation "
"254","Learnings","andonis","marden",14,2024-01-20,"IKEA Foundation "
"255","Learnings","business","practices",14,2024-01-20,"IKEA Foundation "
"256","Learnings","cash","transfers",14,2024-01-20,"IKEA Foundation "
"257","Learnings","coffee","zones",14,2024-01-20,"IKEA Foundation "
"258","Learnings","cooperative","farmers",14,2024-01-20,"IKEA Foundation "
"259","Learnings","durable","goods",14,2024-01-20,"IKEA Foundation "
"260","Learnings","evaluation","survey",14,2024-01-20,"IKEA Foundation "
"261","Learnings","extreme","weather",14,2024-01-20,"IKEA Foundation "
"262","Learnings","forest","service",14,2024-01-20,"IKEA Foundation "
"263","Learnings","full","sample",14,2024-01-20,"IKEA Foundation "
"264","Learnings","government","authorities",14,2024-01-20,"IKEA Foundation "
"265","Learnings","government","official",14,2024-01-20,"IKEA Foundation "
"266","Learnings","high","level",14,2024-01-20,"IKEA Foundation "
"267","Learnings","income","generation",14,2024-01-20,"IKEA Foundation "
"268","Learnings","key","findings",14,2024-01-20,"IKEA Foundation "
"269","Learnings","key","geographies",14,2024-01-20,"IKEA Foundation "
"270","Learnings","lessons","learned",14,2024-01-20,"IKEA Foundation "
"271","Learnings","medium","term",14,2024-01-20,"IKEA Foundation "
"272","Learnings","middle","income",14,2024-01-20,"IKEA Foundation "
"273","Learnings","national","government",14,2024-01-20,"IKEA Foundation "
"274","Learnings","national","level",14,2024-01-20,"IKEA Foundation "
"275","Learnings","oil","gas",14,2024-01-20,"IKEA Foundation "
"276","Learnings","pathway","landscape",14,2024-01-20,"IKEA Foundation "
"277","Learnings","pension","power",14,2024-01-20,"IKEA Foundation "
"278","Learnings","progress","report",14,2024-01-20,"IKEA Foundation "
"279","Learnings","propensity","score",14,2024-01-20,"IKEA Foundation "
"280","Learnings","public","level",14,2024-01-20,"IKEA Foundation "
"281","Learnings","solar","mini",14,2024-01-20,"IKEA Foundation "
"282","Learnings","supply","chain",14,2024-01-20,"IKEA Foundation "
"283","Learnings","survey","respondents",14,2024-01-20,"IKEA Foundation "
"284","Learnings","vice","chairman",14,2024-01-20,"IKEA Foundation "
"285","Grants","ambition","action",13,2024-01-20,"IKEA Foundation "
"286","Grants","based","targets",13,2024-01-20,"IKEA Foundation "
"287","Grants","competitive","advantage",13,2024-01-20,"IKEA Foundation "
"288","Grants","construction","company",13,2024-01-20,"IKEA Foundation "
"289","Grants","emissions","reductions",13,2024-01-20,"IKEA Foundation "
"290","Grants","global","alliance",13,2024-01-20,"IKEA Foundation "
"291","Grants","nsurvey","findings",13,2024-01-20,"IKEA Foundation "
"292","Grants","procurement","instrument",13,2024-01-20,"IKEA Foundation "
"293","Grants","programmatic","priorities",13,2024-01-20,"IKEA Foundation "
"294","Grants","research","questions",13,2024-01-20,"IKEA Foundation "
"295","Grants","science","based",13,2024-01-20,"IKEA Foundation "
"296","Grants","small","companies",13,2024-01-20,"IKEA Foundation "
"297","Grants","stichting","klimaatvriendelijk",13,2024-01-20,"IKEA Foundation "
"298","Learnings","agro","ecological",13,2024-01-20,"IKEA Foundation "
"299","Learnings","coffee","producers",13,2024-01-20,"IKEA Foundation "
"300","Learnings","cooperative","vice",13,2024-01-20,"IKEA Foundation "
"301","Learnings","eduardo","soteras",13,2024-01-20,"IKEA Foundation "
"302","Learnings","farm","sizes",13,2024-01-20,"IKEA Foundation "
"303","Learnings","female","male",13,2024-01-20,"IKEA Foundation "
"304","Learnings","firewood","cooperative",13,2024-01-20,"IKEA Foundation "
"305","Learnings","forest","watch",13,2024-01-20,"IKEA Foundation "
"306","Learnings","income","countries",13,2024-01-20,"IKEA Foundation "
"307","Learnings","landscape","approaches",13,2024-01-20,"IKEA Foundation "
"308","Learnings","loan","recipient",13,2024-01-20,"IKEA Foundation "
"309","Learnings","lower","parts",13,2024-01-20,"IKEA Foundation "
"310","Learnings","members","buramino",13,2024-01-20,"IKEA Foundation "
"311","Learnings","official","dollo",13,2024-01-20,"IKEA Foundation "
"312","Learnings","program","participants",13,2024-01-20,"IKEA Foundation "
"313","Learnings","refugee","members",13,2024-01-20,"IKEA Foundation "
"314","Learnings","refugee","policy",13,2024-01-20,"IKEA Foundation "
"315","Learnings","rsc","andonis",13,2024-01-20,"IKEA Foundation "
"316","Learnings","sector","specific",13,2024-01-20,"IKEA Foundation "
"317","Learnings","soil","organic",13,2024-01-20,"IKEA Foundation "
"318","Learnings","soil","quality",13,2024-01-20,"IKEA Foundation "
"319","Learnings","somali","region",13,2024-01-20,"IKEA Foundation "
"320","Learnings","soteras","jalil",13,2024-01-20,"IKEA Foundation "
"321","Learnings","sustainable","development",13,2024-01-20,"IKEA Foundation "
"322","Learnings","sustainable","landscape",13,2024-01-20,"IKEA Foundation "
"323","Learnings","tree","cover",13,2024-01-20,"IKEA Foundation "
"324","Learnings","users","associations",13,2024-01-20,"IKEA Foundation "
"325","Learnings","validation","process",13,2024-01-20,"IKEA Foundation "
"326","Learnings","young","people",13,2024-01-20,"IKEA Foundation "
"327","Grants","ambition","initiatives",12,2024-01-20,"IKEA Foundation "
"328","Grants","coalition","initiatives",12,2024-01-20,"IKEA Foundation "
"329","Grants","heavy","industry",12,2024-01-20,"IKEA Foundation "
"330","Grants","literature","analysis",12,2024-01-20,"IKEA Foundation "
"331","Grants","material","emissions",12,2024-01-20,"IKEA Foundation "
"332","Grants","survey","findings",12,2024-01-20,"IKEA Foundation "
"333","Learnings","agricultural","productivity",12,2024-01-20,"IKEA Foundation "
"334","Learnings","board","members",12,2024-01-20,"IKEA Foundation "
"335","Learnings","bokolmanyo","melkadida",12,2024-01-20,"IKEA Foundation "
"336","Learnings","challenges","faced",12,2024-01-20,"IKEA Foundation "
"337","Learnings","communities","smallholder",12,2024-01-20,"IKEA Foundation "
"338","Learnings","evaluation","methodology",12,2024-01-20,"IKEA Foundation "
"339","Learnings","external","stakeholders",12,2024-01-20,"IKEA Foundation "
"340","Learnings","farming","activities",12,2024-01-20,"IKEA Foundation "
"341","Learnings","forest","reserve",12,2024-01-20,"IKEA Foundation "
"342","Learnings","formal","employment",12,2024-01-20,"IKEA Foundation "
"343","Learnings","global","compact",12,2024-01-20,"IKEA Foundation "
"344","Learnings","livestock","development",12,2024-01-20,"IKEA Foundation "
"345","Learnings","matching","variables",12,2024-01-20,"IKEA Foundation "
"346","Learnings","nembu","county",12,2024-01-20,"IKEA Foundation "
"347","Learnings","refugee","camp",12,2024-01-20,"IKEA Foundation "
"348","Learnings","sample","sizes",12,2024-01-20,"IKEA Foundation "
"349","Learnings","small","scale",12,2024-01-20,"IKEA Foundation "
"350","Learnings","staff","melkadida",12,2024-01-20,"IKEA Foundation "
"351","Learnings","structured","interviews",12,2024-01-20,"IKEA Foundation "
"352","Learnings","unconditional","cash",12,2024-01-20,"IKEA Foundation "
"353","Learnings","water","management",12,2024-01-20,"IKEA Foundation "
"354","Learnings","weather","events",12,2024-01-20,"IKEA Foundation "
"355","Grants","ambition","level",11,2024-01-20,"IKEA Foundation "
"356","Grants","carbon","emissions",11,2024-01-20,"IKEA Foundation "
"357","Grants","chain","cooperation",11,2024-01-20,"IKEA Foundation "
"358","Grants","coalition","partner",11,2024-01-20,"IKEA Foundation "
"359","Grants","commissioning","parties",11,2024-01-20,"IKEA Foundation "
"360","Grants","employment","marketplace",11,2024-01-20,"IKEA Foundation "
"361","Grants","gpp","instrument",11,2024-01-20,"IKEA Foundation "
"362","Grants","greenhouse","gas",11,2024-01-20,"IKEA Foundation "
"363","Grants","klimaatvriendelijk","aanbesteden",11,2024-01-20,"IKEA Foundation "
"364","Grants","magic","bus",11,2024-01-20,"IKEA Foundation "
"365","Grants","nsource","dalberg",11,2024-01-20,"IKEA Foundation "
"366","Grants","reduction","measures",11,2024-01-20,"IKEA Foundation "
"367","Grants","rietbergen","martijn",11,2024-01-20,"IKEA Foundation "
"368","Grants","study","shows",11,2024-01-20,"IKEA Foundation "
"369","Grants","taking","part",11,2024-01-20,"IKEA Foundation "
"370","Grants","water","authorities",11,2024-01-20,"IKEA Foundation "
"371","Grants","women","ent",11,2024-01-20,"IKEA Foundation "
"372","Grants","working","relationships",11,2024-01-20,"IKEA Foundation "
"373","Learnings","advisory","group",11,2024-01-20,"IKEA Foundation "
"374","Learnings","agricultural","land",11,2024-01-20,"IKEA Foundation "
"375","Learnings","business","development",11,2024-01-20,"IKEA Foundation "
"376","Learnings","camp","rsc",11,2024-01-20,"IKEA Foundation "
"377","Learnings","community","based",11,2024-01-20,"IKEA Foundation "
"378","Learnings","consumption","expenditures",11,2024-01-20,"IKEA Foundation "
"379","Learnings","cooperative","structures",11,2024-01-20,"IKEA Foundation "
"380","Learnings","core","funding",11,2024-01-20,"IKEA Foundation "
"381","Learnings","farm","inputs",11,2024-01-20,"IKEA Foundation "
"382","Learnings","farmers","cooperative",11,2024-01-20,"IKEA Foundation "
"383","Learnings","financial","system",11,2024-01-20,"IKEA Foundation "
"384","Learnings","food","crops",11,2024-01-20,"IKEA Foundation "
"385","Learnings","foundation","investments",11,2024-01-20,"IKEA Foundation "
"386","Learnings","gender","based",11,2024-01-20,"IKEA Foundation "
"387","Learnings","generating","activities",11,2024-01-20,"IKEA Foundation "
"388","Learnings","health","services",11,2024-01-20,"IKEA Foundation "
"389","Learnings","hilaweyn","buramino",11,2024-01-20,"IKEA Foundation "
"390","Learnings","household","levels",11,2024-01-20,"IKEA Foundation "
"391","Learnings","internal","stakeholders",11,2024-01-20,"IKEA Foundation "
"392","Learnings","livelihoods","activities",11,2024-01-20,"IKEA Foundation "
"393","Learnings","livelihoods","interventions",11,2024-01-20,"IKEA Foundation "
"394","Learnings","livestock","traders",11,2024-01-20,"IKEA Foundation "
"395","Learnings","management","authority",11,2024-01-20,"IKEA Foundation "
"396","Learnings","member","explained",11,2024-01-20,"IKEA Foundation "
"397","Learnings","movement","building",11,2024-01-20,"IKEA Foundation "
"398","Learnings","organic","matter",11,2024-01-20,"IKEA Foundation "
"399","Learnings","organisational","structure",11,2024-01-20,"IKEA Foundation "
"400","Learnings","pension","funds",11,2024-01-20,"IKEA Foundation "
"401","Learnings","project","management",11,2024-01-20,"IKEA Foundation "
"402","Learnings","remote","refugee",11,2024-01-20,"IKEA Foundation "
"403","Learnings","rural","livelihoods",11,2024-01-20,"IKEA Foundation "
"404","Learnings","situation","analysis",11,2024-01-20,"IKEA Foundation "
"405","Learnings","solar","energy",11,2024-01-20,"IKEA Foundation "
"406","Learnings","support","staff",11,2024-01-20,"IKEA Foundation "
"407","Learnings","sustainable","economies",11,2024-01-20,"IKEA Foundation "
